"","Year","District","Electorate","ColNames","Votes","Percentage"
"67",1994,"Colombo","Colombo-North","Total No of Valid Votes",42608,97.8
"68",1994,"Colombo","Colombo-North","No of Rejected Votes",947,2.2
"69",1994,"Colombo","Colombo-North","Total No of Votes Polled",43555,68.6
"70",1994,"Colombo","Colombo-North","No of Registered Electors",63528,NA
"71",1994,"Colombo","Colombo-Central","Mrs. Chandrika Bandaranaike Kumarathunga",56219,61.8
"72",1994,"Colombo","Colombo-Central","Mr. Galappaththi Arachchige Nihal",149,0.2
"73",1994,"Colombo","Colombo-Central","Mrs. Vajira Srimathi Dissanayake",33824,37.2
"74",1994,"Colombo","Colombo-Central","Mr. A.J. Ranashinge",291,0.3
"75",1994,"Colombo","Colombo-Central","Dr. Harischandra Wijayatunga",245,0.3
"76",1994,"Colombo","Colombo-Central","Mr. Hudson Samarasinghe",271,0.3
"77",1994,"Colombo","Colombo-Central","Total No of Valid Votes",90999,97.8
"78",1994,"Colombo","Colombo-Central","No of Rejected Votes",2020,2.2
"79",1994,"Colombo","Colombo-Central","Total No of Votes Polled",93019,66.9
"80",1994,"Colombo","Colombo-Central","No of Registered Electors",139012,NA
"81",1994,"Colombo","Borella","Mrs. Chandrika Bandaranaike Kumarathunga",20837,60.4
"82",1994,"Colombo","Borella","Mr. Galappaththi Arachchige Nihal",57,0.2
"83",1994,"Colombo","Borella","Mrs. Vajira Srimathi Dissanayake",13162,38.1
"84",1994,"Colombo","Borella","Mr. A.J. Ranashinge",124,0.4
"85",1994,"Colombo","Borella","Dr. Harischandra Wijayatunga",236,0.7
"86",1994,"Colombo","Borella","Mr. Hudson Samarasinghe",96,0.3
"87",1994,"Colombo","Borella","Total No of Valid Votes",34512,98.2
"88",1994,"Colombo","Borella","No of Rejected Votes",617,1.8
"89",1994,"Colombo","Borella","Total No of Votes Polled",35129,67.5
"90",1994,"Colombo","Borella","No of Registered Electors",52007,NA
"91",1994,"Colombo","Colombo-East","Mrs. Chandrika Bandaranaike Kumarathunga",23867,63.8
"92",1994,"Colombo","Colombo-East","Mr. Galappaththi Arachchige Nihal",72,0.2
"93",1994,"Colombo","Colombo-East","Mrs. Vajira Srimathi Dissanayake",12806,34.2
"94",1994,"Colombo","Colombo-East","Mr. A.J. Ranashinge",182,0.5
"95",1994,"Colombo","Colombo-East","Dr. Harischandra Wijayatunga",373,1
"96",1994,"Colombo","Colombo-East","Mr. Hudson Samarasinghe",115,0.3
"97",1994,"Colombo","Colombo-East","Total No of Valid Votes",37415,97.8
"98",1994,"Colombo","Colombo-East","No of Rejected Votes",843,2.2
"99",1994,"Colombo","Colombo-East","Total No of Votes Polled",38258,67.1
"100",1994,"Colombo","Colombo-East","No of Registered Electors",57049,NA
"101",1994,"Colombo","Colombo-West","Mrs. Chandrika Bandaranaike Kumarathunga",14329,61.4
"102",1994,"Colombo","Colombo-West","Mr. Galappaththi Arachchige Nihal",19,0.1
"103",1994,"Colombo","Colombo-West","Mrs. Vajira Srimathi Dissanayake",8557,36.7
"104",1994,"Colombo","Colombo-West","Mr. A.J. Ranashinge",180,0.8
"105",1994,"Colombo","Colombo-West","Dr. Harischandra Wijayatunga",179,0.8
"106",1994,"Colombo","Colombo-West","Mr. Hudson Samarasinghe",68,0.3
"107",1994,"Colombo","Colombo-West","Total No of Valid Votes",23332,98.1
"108",1994,"Colombo","Colombo-West","No of Rejected Votes",460,1.9
"109",1994,"Colombo","Colombo-West","Total No of Votes Polled",23792,64.5
"110",1994,"Colombo","Colombo-West","No of Registered Electors",36915,NA
"111",1994,"Colombo","Dehiwala","Mrs. Chandrika Bandaranaike Kumarathunga",23977,64
"112",1994,"Colombo","Dehiwala","Mr. Galappaththi Arachchige Nihal",78,0.2
"113",1994,"Colombo","Dehiwala","Mrs. Vajira Srimathi Dissanayake",12783,34.1
"114",1994,"Colombo","Dehiwala","Mr. A.J. Ranashinge",195,0.5
"115",1994,"Colombo","Dehiwala","Dr. Harischandra Wijayatunga",326,0.9
"116",1994,"Colombo","Dehiwala","Mr. Hudson Samarasinghe",111,0.3
"117",1994,"Colombo","Dehiwala","Total No of Valid Votes",37470,98.4
"118",1994,"Colombo","Dehiwala","No of Rejected Votes",614,1.6
"119",1994,"Colombo","Dehiwala","Total No of Votes Polled",38084,68.9
"120",1994,"Colombo","Dehiwala","No of Registered Electors",55301,NA
"121",1994,"Colombo","Ratmalana","Mrs. Chandrika Bandaranaike Kumarathunga",28666,69
"122",1994,"Colombo","Ratmalana","Mr. Galappaththi Arachchige Nihal",71,0.2
"123",1994,"Colombo","Ratmalana","Mrs. Vajira Srimathi Dissanayake",12275,29.6
"124",1994,"Colombo","Ratmalana","Mr. A.J. Ranashinge",151,0.4
"125",1994,"Colombo","Ratmalana","Dr. Harischandra Wijayatunga",273,0.7
"126",1994,"Colombo","Ratmalana","Mr. Hudson Samarasinghe",83,0.2
"127",1994,"Colombo","Ratmalana","Total No of Valid Votes",41519,97.9
"128",1994,"Colombo","Ratmalana","No of Rejected Votes",887,2.1
"129",1994,"Colombo","Ratmalana","Total No of Votes Polled",42406,71
"130",1994,"Colombo","Ratmalana","No of Registered Electors",59749,NA
"131",1994,"Colombo","Kolonnawa","Mrs. Chandrika Bandaranaike Kumarathunga",40296,64.5
"132",1994,"Colombo","Kolonnawa","Mr. Galappaththi Arachchige Nihal",156,0.2
"133",1994,"Colombo","Kolonnawa","Mrs. Vajira Srimathi Dissanayake",21313,34.1
"134",1994,"Colombo","Kolonnawa","Mr. A.J. Ranashinge",201,0.3
"135",1994,"Colombo","Kolonnawa","Dr. Harischandra Wijayatunga",330,0.5
"136",1994,"Colombo","Kolonnawa","Mr. Hudson Samarasinghe",202,0.3
"137",1994,"Colombo","Kolonnawa","Total No of Valid Votes",62498,98.2
"138",1994,"Colombo","Kolonnawa","No of Rejected Votes",1120,1.8
"139",1994,"Colombo","Kolonnawa","Total No of Votes Polled",63618,70.6
"140",1994,"Colombo","Kolonnawa","No of Registered Electors",90167,NA
"141",1994,"Colombo","Kotte","Mrs. Chandrika Bandaranaike Kumarathunga",31646,64.7
"142",1994,"Colombo","Kotte","Mr. Galappaththi Arachchige Nihal",97,0.2
"143",1994,"Colombo","Kotte","Mrs. Vajira Srimathi Dissanayake",16331,33.4
"144",1994,"Colombo","Kotte","Mr. A.J. Ranashinge",232,0.5
"145",1994,"Colombo","Kotte","Dr. Harischandra Wijayatunga",521,1.1
"146",1994,"Colombo","Kotte","Mr. Hudson Samarasinghe",118,0.2
"147",1994,"Colombo","Kotte","Total No of Valid Votes",48945,98.5
"148",1994,"Colombo","Kotte","No of Rejected Votes",762,1.5
"149",1994,"Colombo","Kotte","Total No of Votes Polled",49707,69.8
"150",1994,"Colombo","Kotte","No of Registered Electors",71213,NA
"151",1994,"Colombo","Kaduwela","Mrs. Chandrika Bandaranaike Kumarathunga",51876,67.4
"152",1994,"Colombo","Kaduwela","Mr. Galappaththi Arachchige Nihal",205,0.3
"153",1994,"Colombo","Kaduwela","Mrs. Vajira Srimathi Dissanayake",23475,30.5
"154",1994,"Colombo","Kaduwela","Mr. A.J. Ranashinge",521,0.7
"155",1994,"Colombo","Kaduwela","Dr. Harischandra Wijayatunga",599,0.8
"156",1994,"Colombo","Kaduwela","Mr. Hudson Samarasinghe",241,0.3
"157",1994,"Colombo","Kaduwela","Total No of Valid Votes",76917,98.2
"158",1994,"Colombo","Kaduwela","No of Rejected Votes",1445,1.8
"159",1994,"Colombo","Kaduwela","Total No of Votes Polled",78362,69.2
"160",1994,"Colombo","Kaduwela","No of Registered Electors",113173,NA
"161",1994,"Colombo","Avissawella","Mrs. Chandrika Bandaranaike Kumarathunga",31132,55.9
"162",1994,"Colombo","Avissawella","Mr. Galappaththi Arachchige Nihal",163,0.3
"163",1994,"Colombo","Avissawella","Mrs. Vajira Srimathi Dissanayake",23126,41.5
"164",1994,"Colombo","Avissawella","Mr. A.J. Ranashinge",230,0.4
"165",1994,"Colombo","Avissawella","Dr. Harischandra Wijayatunga",787,1.4
"166",1994,"Colombo","Avissawella","Mr. Hudson Samarasinghe",290,0.5
"167",1994,"Colombo","Avissawella","Total No of Valid Votes",55728,97.7
"168",1994,"Colombo","Avissawella","No of Rejected Votes",1313,2.3
"169",1994,"Colombo","Avissawella","Total No of Votes Polled",57041,70.2
"170",1994,"Colombo","Avissawella","No of Registered Electors",81213,NA
"171",1994,"Colombo","Homagama","Mrs. Chandrika Bandaranaike Kumarathunga",45072,65.7
"172",1994,"Colombo","Homagama","Mr. Galappaththi Arachchige Nihal",171,0.2
"173",1994,"Colombo","Homagama","Mrs. Vajira Srimathi Dissanayake",22369,32.6
"174",1994,"Colombo","Homagama","Mr. A.J. Ranashinge",284,0.4
"175",1994,"Colombo","Homagama","Dr. Harischandra Wijayatunga",444,0.6
"176",1994,"Colombo","Homagama","Mr. Hudson Samarasinghe",279,0.4
"177",1994,"Colombo","Homagama","Total No of Valid Votes",68619,98.4
"178",1994,"Colombo","Homagama","No of Rejected Votes",1102,1.6
"179",1994,"Colombo","Homagama","Total No of Votes Polled",69721,65.4
"180",1994,"Colombo","Homagama","No of Registered Electors",106536,NA
"181",1994,"Colombo","Maharagama","Mrs. Chandrika Bandaranaike Kumarathunga",47818,69.8
"182",1994,"Colombo","Maharagama","Mr. Galappaththi Arachchige Nihal",153,0.2
"183",1994,"Colombo","Maharagama","Mrs. Vajira Srimathi Dissanayake",19514,28.5
"184",1994,"Colombo","Maharagama","Mr. A.J. Ranashinge",240,0.4
"185",1994,"Colombo","Maharagama","Dr. Harischandra Wijayatunga",638,0.9
"186",1994,"Colombo","Maharagama","Mr. Hudson Samarasinghe",158,0.2
"187",1994,"Colombo","Maharagama","Total No of Valid Votes",68521,98.1
"188",1994,"Colombo","Maharagama","No of Rejected Votes",1328,1.9
"189",1994,"Colombo","Maharagama","Total No of Votes Polled",69849,68.9
"190",1994,"Colombo","Maharagama","No of Registered Electors",101317,NA
"191",1994,"Colombo","Kesbewa","Mrs. Chandrika Bandaranaike Kumarathunga",54327,70
"192",1994,"Colombo","Kesbewa","Mr. Galappaththi Arachchige Nihal",179,0.2
"193",1994,"Colombo","Kesbewa","Mrs. Vajira Srimathi Dissanayake",22130,28.5
"194",1994,"Colombo","Kesbewa","Mr. A.J. Ranashinge",268,0.3
"195",1994,"Colombo","Kesbewa","Dr. Harischandra Wijayatunga",464,0.6
"196",1994,"Colombo","Kesbewa","Mr. Hudson Samarasinghe",210,0.3
"197",1994,"Colombo","Kesbewa","Total No of Valid Votes",77578,98.5
"198",1994,"Colombo","Kesbewa","No of Rejected Votes",1159,1.5
"199",1994,"Colombo","Kesbewa","Total No of Votes Polled",78737,71
"200",1994,"Colombo","Kesbewa","No of Registered Electors",110948,NA
"201",1994,"Colombo","Moratuwa","Mrs. Chandrika Bandaranaike Kumarathunga",45403,64.3
"202",1994,"Colombo","Moratuwa","Mr. Galappaththi Arachchige Nihal",118,0.2
"203",1994,"Colombo","Moratuwa","Mrs. Vajira Srimathi Dissanayake",24493,34.7
"204",1994,"Colombo","Moratuwa","Mr. A.J. Ranashinge",234,0.3
"205",1994,"Colombo","Moratuwa","Dr. Harischandra Wijayatunga",280,0.4
"206",1994,"Colombo","Moratuwa","Mr. Hudson Samarasinghe",127,0.2
"207",1994,"Colombo","Moratuwa","Total No of Valid Votes",70655,98.6
"208",1994,"Colombo","Moratuwa","No of Rejected Votes",988,1.4
"209",1994,"Colombo","Moratuwa","Total No of Votes Polled",71643,73.2
"210",1994,"Colombo","Moratuwa","No of Registered Electors",97831,NA
"211",1994,"Colombo","Postal District Votes","Mrs. Chandrika Bandaranaike Kumarathunga",15993,69.3
"212",1994,"Colombo","Postal District Votes","Mr. Galappaththi Arachchige Nihal",56,0.2
"213",1994,"Colombo","Postal District Votes","Mrs. Vajira Srimathi Dissanayake",6659,28.9
"214",1994,"Colombo","Postal District Votes","Mr. A.J. Ranashinge",97,0.4
"215",1994,"Colombo","Postal District Votes","Dr. Harischandra Wijayatunga",246,1.1
"216",1994,"Colombo","Postal District Votes","Mr. Hudson Samarasinghe",19,0.1
"217",1994,"Colombo","Postal District Votes","Total No of Valid Votes",23070,98.1
"218",1994,"Colombo","Postal District Votes","No of Rejected Votes",455,1.9
"219",1994,"Colombo","Postal District Votes","Total No of Votes Polled",23525,95.8
"220",1994,"Colombo","Postal District Votes","No of Registered Electors",24557,NA
"221",1994,"Colombo","Final District Results","Mrs. Chandrika Bandaranaike Kumarathunga",557708,64.8
"222",1994,"Colombo","Final District Results","Mr. Galappaththi Arachchige Nihal",1819,0.2
"223",1994,"Colombo","Final District Results","Mrs. Vajira Srimathi Dissanayake",288741,33.6
"224",1994,"Colombo","Final District Results","Mr. A.J. Ranashinge",3533,0.4
"225",1994,"Colombo","Final District Results","Dr. Harischandra Wijayatunga",6059,0.7
"226",1994,"Colombo","Final District Results","Mr. Hudson Samarasinghe",2526,0.3
"227",1994,"Colombo","Final District Results","Total No of Valid Votes",860386,98.2
"228",1994,"Colombo","Final District Results","No of Rejected Votes",16060,1.8
"229",1994,"Colombo","Final District Results","Total No of Votes Polled",876446,70.9
"230",1994,"Colombo","Final District Results","No of Registered Electors",1235959,NA
"231",1994,"Gampaha","Wattala","Mrs. Chandrika Bandaranaike Kumarathunga",37373,60.6
"232",1994,"Gampaha","Wattala","Mr. Galappaththi Arachchige Nihal",99,0.2
"233",1994,"Gampaha","Wattala","Mrs. Vajira Srimathi Dissanayake",23671,38.4
"234",1994,"Gampaha","Wattala","Mr. A.J. Ranashinge",214,0.3
"235",1994,"Gampaha","Wattala","Dr. Harischandra Wijayatunga",183,0.3
"236",1994,"Gampaha","Wattala","Mr. Hudson Samarasinghe",180,0.3
"237",1994,"Gampaha","Wattala","Total No of Valid Votes",61720,98.5
"238",1994,"Gampaha","Wattala","No of Rejected Votes",922,1.5
"239",1994,"Gampaha","Wattala","Total No of Votes Polled",62642,73.3
"240",1994,"Gampaha","Wattala","No of Registered Electors",85516,NA
"241",1994,"Gampaha","Negombo","Mrs. Chandrika Bandaranaike Kumarathunga",31648,58.2
"242",1994,"Gampaha","Negombo","Mr. Galappaththi Arachchige Nihal",80,0.1
"243",1994,"Gampaha","Negombo","Mrs. Vajira Srimathi Dissanayake",22131,40.7
"244",1994,"Gampaha","Negombo","Mr. A.J. Ranashinge",172,0.3
"245",1994,"Gampaha","Negombo","Dr. Harischandra Wijayatunga",133,0.2
"246",1994,"Gampaha","Negombo","Mr. Hudson Samarasinghe",184,0.3
"247",1994,"Gampaha","Negombo","Total No of Valid Votes",54348,98.6
"248",1994,"Gampaha","Negombo","No of Rejected Votes",761,1.4
"249",1994,"Gampaha","Negombo","Total No of Votes Polled",55109,68.4
"250",1994,"Gampaha","Negombo","No of Registered Electors",80589,NA
"251",1994,"Gampaha","Katana","Mrs. Chandrika Bandaranaike Kumarathunga",42916,62.8
"252",1994,"Gampaha","Katana","Mr. Galappaththi Arachchige Nihal",128,0.2
"253",1994,"Gampaha","Katana","Mrs. Vajira Srimathi Dissanayake",24637,36.1
"254",1994,"Gampaha","Katana","Mr. A.J. Ranashinge",187,0.3
"255",1994,"Gampaha","Katana","Dr. Harischandra Wijayatunga",184,0.3
"256",1994,"Gampaha","Katana","Mr. Hudson Samarasinghe",251,0.4
"257",1994,"Gampaha","Katana","Total No of Valid Votes",68303,98.8
"258",1994,"Gampaha","Katana","No of Rejected Votes",864,1.2
"259",1994,"Gampaha","Katana","Total No of Votes Polled",69167,75.2
"260",1994,"Gampaha","Katana","No of Registered Electors",92027,NA
"261",1994,"Gampaha","Divulapitiya","Mrs. Chandrika Bandaranaike Kumarathunga",35220,59.1
"262",1994,"Gampaha","Divulapitiya","Mr. Galappaththi Arachchige Nihal",115,0.2
"263",1994,"Gampaha","Divulapitiya","Mrs. Vajira Srimathi Dissanayake",23749,39.8
"264",1994,"Gampaha","Divulapitiya","Mr. A.J. Ranashinge",149,0.2
"265",1994,"Gampaha","Divulapitiya","Dr. Harischandra Wijayatunga",169,0.3
"266",1994,"Gampaha","Divulapitiya","Mr. Hudson Samarasinghe",235,0.4
"267",1994,"Gampaha","Divulapitiya","Total No of Valid Votes",59637,98.6
"268",1994,"Gampaha","Divulapitiya","No of Rejected Votes",832,1.4
"269",1994,"Gampaha","Divulapitiya","Total No of Votes Polled",60469,78.4
"270",1994,"Gampaha","Divulapitiya","No of Registered Electors",77104,NA
"271",1994,"Gampaha","Mirigama","Mrs. Chandrika Bandaranaike Kumarathunga",40288,63.1
"272",1994,"Gampaha","Mirigama","Mr. Galappaththi Arachchige Nihal",222,0.3
"273",1994,"Gampaha","Mirigama","Mrs. Vajira Srimathi Dissanayake",22585,35.4
"274",1994,"Gampaha","Mirigama","Mr. A.J. Ranashinge",208,0.3
"275",1994,"Gampaha","Mirigama","Dr. Harischandra Wijayatunga",270,0.4
"276",1994,"Gampaha","Mirigama","Mr. Hudson Samarasinghe",248,0.4
"277",1994,"Gampaha","Mirigama","Total No of Valid Votes",63821,97.8
"278",1994,"Gampaha","Mirigama","No of Rejected Votes",1446,2.2
"279",1994,"Gampaha","Mirigama","Total No of Votes Polled",65267,73
"280",1994,"Gampaha","Mirigama","No of Registered Electors",89455,NA
"281",1994,"Gampaha","Minuwangoda","Mrs. Chandrika Bandaranaike Kumarathunga",42041,63.9
"282",1994,"Gampaha","Minuwangoda","Mr. Galappaththi Arachchige Nihal",121,0.2
"283",1994,"Gampaha","Minuwangoda","Mrs. Vajira Srimathi Dissanayake",22839,34.7
"284",1994,"Gampaha","Minuwangoda","Mr. A.J. Ranashinge",233,0.4
"285",1994,"Gampaha","Minuwangoda","Dr. Harischandra Wijayatunga",299,0.5
"286",1994,"Gampaha","Minuwangoda","Mr. Hudson Samarasinghe",252,0.4
"287",1994,"Gampaha","Minuwangoda","Total No of Valid Votes",65785,98.7
"288",1994,"Gampaha","Minuwangoda","No of Rejected Votes",892,1.3
"289",1994,"Gampaha","Minuwangoda","Total No of Votes Polled",66677,74.8
"290",1994,"Gampaha","Minuwangoda","No of Registered Electors",89192,NA
"291",1994,"Gampaha","Attanagalla","Mrs. Chandrika Bandaranaike Kumarathunga",51923,73.6
"292",1994,"Gampaha","Attanagalla","Mr. Galappaththi Arachchige Nihal",175,0.2
"293",1994,"Gampaha","Attanagalla","Mrs. Vajira Srimathi Dissanayake",17437,24.7
"294",1994,"Gampaha","Attanagalla","Mr. A.J. Ranashinge",206,0.3
"295",1994,"Gampaha","Attanagalla","Dr. Harischandra Wijayatunga",374,0.5
"296",1994,"Gampaha","Attanagalla","Mr. Hudson Samarasinghe",396,0.6
"297",1994,"Gampaha","Attanagalla","Total No of Valid Votes",70511,98.5
"298",1994,"Gampaha","Attanagalla","No of Rejected Votes",1065,1.5
"299",1994,"Gampaha","Attanagalla","Total No of Votes Polled",71576,77.9
"300",1994,"Gampaha","Attanagalla","No of Registered Electors",91907,NA
"301",1994,"Gampaha","Gampaha","Mrs. Chandrika Bandaranaike Kumarathunga",51197,70.8
"302",1994,"Gampaha","Gampaha","Mr. Galappaththi Arachchige Nihal",147,0.2
"303",1994,"Gampaha","Gampaha","Mrs. Vajira Srimathi Dissanayake",20094,27.8
"304",1994,"Gampaha","Gampaha","Mr. A.J. Ranashinge",246,0.3
"305",1994,"Gampaha","Gampaha","Dr. Harischandra Wijayatunga",403,0.6
"306",1994,"Gampaha","Gampaha","Mr. Hudson Samarasinghe",215,0.3
"307",1994,"Gampaha","Gampaha","Total No of Valid Votes",72302,98.7
"308",1994,"Gampaha","Gampaha","No of Rejected Votes",958,1.3
"309",1994,"Gampaha","Gampaha","Total No of Votes Polled",73260,73
"310",1994,"Gampaha","Gampaha","No of Registered Electors",100416,NA
"311",1994,"Gampaha","Ja-Ela","Mrs. Chandrika Bandaranaike Kumarathunga",44166,63.8
"312",1994,"Gampaha","Ja-Ela","Mr. Galappaththi Arachchige Nihal",150,0.2
"313",1994,"Gampaha","Ja-Ela","Mrs. Vajira Srimathi Dissanayake",24260,35
"314",1994,"Gampaha","Ja-Ela","Mr. A.J. Ranashinge",236,0.3
"315",1994,"Gampaha","Ja-Ela","Dr. Harischandra Wijayatunga",266,0.4
"316",1994,"Gampaha","Ja-Ela","Mr. Hudson Samarasinghe",152,0.2
"317",1994,"Gampaha","Ja-Ela","Total No of Valid Votes",69230,98.4
"318",1994,"Gampaha","Ja-Ela","No of Rejected Votes",1141,1.6
"319",1994,"Gampaha","Ja-Ela","Total No of Votes Polled",70371,72.3
"320",1994,"Gampaha","Ja-Ela","No of Registered Electors",97305,NA
"321",1994,"Gampaha","Mahara","Mrs. Chandrika Bandaranaike Kumarathunga",46494,67
"322",1994,"Gampaha","Mahara","Mr. Galappaththi Arachchige Nihal",188,0.3
"323",1994,"Gampaha","Mahara","Mrs. Vajira Srimathi Dissanayake",21935,31.6
"324",1994,"Gampaha","Mahara","Mr. A.J. Ranashinge",235,0.3
"325",1994,"Gampaha","Mahara","Dr. Harischandra Wijayatunga",311,0.4
"326",1994,"Gampaha","Mahara","Mr. Hudson Samarasinghe",251,0.4
"327",1994,"Gampaha","Mahara","Total No of Valid Votes",69414,98.5
"328",1994,"Gampaha","Mahara","No of Rejected Votes",1064,1.5
"329",1994,"Gampaha","Mahara","Total No of Votes Polled",70478,71.8
"330",1994,"Gampaha","Mahara","No of Registered Electors",98091,NA
