"","Year","District","Electorate","ColNames","Votes","Percentage"
"56",2010,"Colombo","Borella","Mohomad Cassim Mohomad Ismail",67,0.16
"57",2010,"Colombo","Borella","Channa Janaka Sugathsiri Gamage",65,0.16
"58",2010,"Colombo","Borella","W V Mahiman Ranjith",47,0.11
"59",2010,"Colombo","Borella","Vickramabahu Karunaratna",46,0.11
"60",2010,"Colombo","Borella","Lal Perera",34,0.08
"61",2010,"Colombo","Borella","Achala Ashoka Suraweera",34,0.08
"62",2010,"Colombo","Borella","Sarath Manamendra",29,0.07
"63",2010,"Colombo","Borella","M K Sivajilingam",28,0.07
"64",2010,"Colombo","Borella","Ukkubanda Wijekoon",28,0.07
"65",2010,"Colombo","Borella","Sirithunga Jayasuriya",23,0.06
"66",2010,"Colombo","Borella","Idroos Mohomad Ilyas",16,0.04
"67",2010,"Colombo","Borella","Wije Dias",11,0.03
"68",2010,"Colombo","Borella","Aruna de Zoysa",8,0.02
"69",2010,"Colombo","Borella","Muthu Bandara Theminimulla",8,0.02
"70",2010,"Colombo","Borella","Sanath Pinnaduwa",7,0.02
"71",2010,"Colombo","Borella","Upali Sarath Kongahage",7,0.02
"72",2010,"Colombo","Borella","Battaramulle Seelarathana Thero",7,0.02
"73",2010,"Colombo","Borella","Mohamed Musthaffa",7,0.02
"74",2010,"Colombo","Borella","Senaratna de Silva",6,0.01
"75",2010,"Colombo","Borella","Total No of Valid Votes",41132,98.7
"76",2010,"Colombo","Borella","No of Rejected Votes",543,1.3
"77",2010,"Colombo","Borella","Total No of Votes Polled",41675,70.93
"78",2010,"Colombo","Borella","No of Registered Electors",58757,NA
"79",2010,"Colombo","Colombo-East","Sarath Fonseka",28334,58.67
"80",2010,"Colombo","Colombo-East","Mahinda Rajapaksha",19107,39.56
"81",2010,"Colombo","Colombo-East","Panagoda Don Prince Soloman Anura Liyanage",207,0.43
"82",2010,"Colombo","Colombo-East","Vickramabahu Karunaratna",109,0.23
"83",2010,"Colombo","Colombo-East","Mohomad Cassim Mohomad Ismail",81,0.17
"84",2010,"Colombo","Colombo-East","Channa Janaka Sugathsiri Gamage",74,0.15
"85",2010,"Colombo","Colombo-East","M K Sivajilingam",66,0.14
"86",2010,"Colombo","Colombo-East","Sirithunga Jayasuriya",44,0.09
"87",2010,"Colombo","Colombo-East","Achala Ashoka Suraweera",43,0.09
"88",2010,"Colombo","Colombo-East","Lal Perera",38,0.08
"89",2010,"Colombo","Colombo-East","Ukkubanda Wijekoon",31,0.06
"90",2010,"Colombo","Colombo-East","W V Mahiman Ranjith",30,0.06
"91",2010,"Colombo","Colombo-East","Sarath Manamendra",30,0.06
"92",2010,"Colombo","Colombo-East","Wije Dias",25,0.05
"93",2010,"Colombo","Colombo-East","Idroos Mohomad Ilyas",19,0.04
"94",2010,"Colombo","Colombo-East","Battaramulle Seelarathana Thero",14,0.03
"95",2010,"Colombo","Colombo-East","Upali Sarath Kongahage",14,0.03
"96",2010,"Colombo","Colombo-East","Sanath Pinnaduwa",13,0.03
"97",2010,"Colombo","Colombo-East","Muthu Bandara Theminimulla",5,0.01
"98",2010,"Colombo","Colombo-East","Mohamed Musthaffa",4,0.01
"99",2010,"Colombo","Colombo-East","Senaratna de Silva",4,0.01
"100",2010,"Colombo","Colombo-East","Aruna de Zoysa",3,0.01
"101",2010,"Colombo","Colombo-East","Total No of Valid Votes",48295,98.57
"102",2010,"Colombo","Colombo-East","No of Rejected Votes",699,1.43
"103",2010,"Colombo","Colombo-East","Total No of Votes Polled",48994,71.38
"104",2010,"Colombo","Colombo-East","No of Registered Electors",68643,NA
"105",2010,"Colombo","Colombo-West","Sarath Fonseka",19211,73.8
"106",2010,"Colombo","Colombo-West","Mahinda Rajapaksha",6350,24.39
"107",2010,"Colombo","Colombo-West","Vickramabahu Karunaratna",104,0.4
"108",2010,"Colombo","Colombo-West","M K Sivajilingam",63,0.24
"109",2010,"Colombo","Colombo-West","Mohomad Cassim Mohomad Ismail",45,0.17
"110",2010,"Colombo","Colombo-West","Channa Janaka Sugathsiri Gamage",43,0.17
"111",2010,"Colombo","Colombo-West","Panagoda Don Prince Soloman Anura Liyanage",33,0.13
"112",2010,"Colombo","Colombo-West","Ukkubanda Wijekoon",29,0.11
"113",2010,"Colombo","Colombo-West","Wije Dias",21,0.08
"114",2010,"Colombo","Colombo-West","Achala Ashoka Suraweera",20,0.08
"115",2010,"Colombo","Colombo-West","Sarath Manamendra",19,0.07
"116",2010,"Colombo","Colombo-West","W V Mahiman Ranjith",18,0.07
"117",2010,"Colombo","Colombo-West","Lal Perera",18,0.07
"118",2010,"Colombo","Colombo-West","Idroos Mohomad Ilyas",12,0.05
"119",2010,"Colombo","Colombo-West","Sirithunga Jayasuriya",10,0.04
"120",2010,"Colombo","Colombo-West","Upali Sarath Kongahage",8,0.03
"121",2010,"Colombo","Colombo-West","Muthu Bandara Theminimulla",5,0.02
"122",2010,"Colombo","Colombo-West","Senaratna de Silva",5,0.02
"123",2010,"Colombo","Colombo-West","Aruna de Zoysa",5,0.02
"124",2010,"Colombo","Colombo-West","Mohamed Musthaffa",5,0.02
"125",2010,"Colombo","Colombo-West","Sanath Pinnaduwa",5,0.02
"126",2010,"Colombo","Colombo-West","Battaramulle Seelarathana Thero",1,0
"127",2010,"Colombo","Colombo-West","Total No of Valid Votes",26030,98.32
"128",2010,"Colombo","Colombo-West","No of Rejected Votes",444,1.68
"129",2010,"Colombo","Colombo-West","Total No of Votes Polled",26474,68.02
"130",2010,"Colombo","Colombo-West","No of Registered Electors",38921,NA
"131",2010,"Colombo","Dehiwala","Sarath Fonseka",24441,55.07
"132",2010,"Colombo","Dehiwala","Mahinda Rajapaksha",19457,43.84
"133",2010,"Colombo","Dehiwala","Vickramabahu Karunaratna",73,0.16
"134",2010,"Colombo","Dehiwala","Panagoda Don Prince Soloman Anura Liyanage",63,0.14
"135",2010,"Colombo","Dehiwala","Mohomad Cassim Mohomad Ismail",52,0.12
"136",2010,"Colombo","Dehiwala","M K Sivajilingam",43,0.1
"137",2010,"Colombo","Dehiwala","W V Mahiman Ranjith",39,0.09
"138",2010,"Colombo","Dehiwala","Achala Ashoka Suraweera",34,0.08
"139",2010,"Colombo","Dehiwala","Channa Janaka Sugathsiri Gamage",33,0.07
"140",2010,"Colombo","Dehiwala","Ukkubanda Wijekoon",25,0.06
"141",2010,"Colombo","Dehiwala","Sarath Manamendra",22,0.05
"142",2010,"Colombo","Dehiwala","Idroos Mohomad Ilyas",19,0.04
"143",2010,"Colombo","Dehiwala","Lal Perera",18,0.04
"144",2010,"Colombo","Dehiwala","Sirithunga Jayasuriya",14,0.03
"145",2010,"Colombo","Dehiwala","Wije Dias",12,0.03
"146",2010,"Colombo","Dehiwala","Sanath Pinnaduwa",8,0.02
"147",2010,"Colombo","Dehiwala","Mohamed Musthaffa",7,0.02
"148",2010,"Colombo","Dehiwala","Battaramulle Seelarathana Thero",6,0.01
"149",2010,"Colombo","Dehiwala","Upali Sarath Kongahage",5,0.01
"150",2010,"Colombo","Dehiwala","Muthu Bandara Theminimulla",5,0.01
"151",2010,"Colombo","Dehiwala","Senaratna de Silva",5,0.01
"152",2010,"Colombo","Dehiwala","Aruna de Zoysa",2,0
"153",2010,"Colombo","Dehiwala","Total No of Valid Votes",44383,98.96
"154",2010,"Colombo","Dehiwala","No of Rejected Votes",465,1.04
"155",2010,"Colombo","Dehiwala","Total No of Votes Polled",44848,73.29
"156",2010,"Colombo","Dehiwala","No of Registered Electors",61194,NA
"157",2010,"Colombo","Ratmalana","Mahinda Rajapaksha",26215,53.16
"158",2010,"Colombo","Ratmalana","Sarath Fonseka",22589,45.8
"159",2010,"Colombo","Ratmalana","Panagoda Don Prince Soloman Anura Liyanage",71,0.14
"160",2010,"Colombo","Ratmalana","Achala Ashoka Suraweera",59,0.12
"161",2010,"Colombo","Ratmalana","Vickramabahu Karunaratna",55,0.11
"162",2010,"Colombo","Ratmalana","Mohomad Cassim Mohomad Ismail",46,0.09
"163",2010,"Colombo","Ratmalana","W V Mahiman Ranjith",45,0.09
"164",2010,"Colombo","Ratmalana","Channa Janaka Sugathsiri Gamage",44,0.09
"165",2010,"Colombo","Ratmalana","Lal Perera",24,0.05
"166",2010,"Colombo","Ratmalana","Idroos Mohomad Ilyas",24,0.05
"167",2010,"Colombo","Ratmalana","Sirithunga Jayasuriya",22,0.04
"168",2010,"Colombo","Ratmalana","Ukkubanda Wijekoon",22,0.04
"169",2010,"Colombo","Ratmalana","Sarath Manamendra",22,0.04
"170",2010,"Colombo","Ratmalana","M K Sivajilingam",17,0.03
"171",2010,"Colombo","Ratmalana","Wije Dias",17,0.03
"172",2010,"Colombo","Ratmalana","Sanath Pinnaduwa",10,0.02
"173",2010,"Colombo","Ratmalana","Upali Sarath Kongahage",7,0.01
"174",2010,"Colombo","Ratmalana","Battaramulle Seelarathana Thero",7,0.01
"175",2010,"Colombo","Ratmalana","Mohamed Musthaffa",7,0.01
"176",2010,"Colombo","Ratmalana","Senaratna de Silva",6,0.01
"177",2010,"Colombo","Ratmalana","Muthu Bandara Theminimulla",4,0.01
"178",2010,"Colombo","Ratmalana","Aruna de Zoysa",3,0.01
"179",2010,"Colombo","Ratmalana","Total No of Valid Votes",49316,98.97
"180",2010,"Colombo","Ratmalana","No of Rejected Votes",512,1.03
"181",2010,"Colombo","Ratmalana","Total No of Votes Polled",49828,74.79
"182",2010,"Colombo","Ratmalana","No of Registered Electors",66622,NA
"183",2010,"Colombo","Kolonnawa","Mahinda Rajapaksha",46002,53.19
"184",2010,"Colombo","Kolonnawa","Sarath Fonseka",39497,45.67
"185",2010,"Colombo","Kolonnawa","Panagoda Don Prince Soloman Anura Liyanage",178,0.21
"186",2010,"Colombo","Kolonnawa","Mohomad Cassim Mohomad Ismail",135,0.16
"187",2010,"Colombo","Kolonnawa","Channa Janaka Sugathsiri Gamage",120,0.14
"188",2010,"Colombo","Kolonnawa","Achala Ashoka Suraweera",106,0.12
"189",2010,"Colombo","Kolonnawa","W V Mahiman Ranjith",96,0.11
"190",2010,"Colombo","Kolonnawa","Lal Perera",63,0.07
"191",2010,"Colombo","Kolonnawa","Sarath Manamendra",47,0.05
"192",2010,"Colombo","Kolonnawa","Vickramabahu Karunaratna",43,0.05
"193",2010,"Colombo","Kolonnawa","Sirithunga Jayasuriya",39,0.05
"194",2010,"Colombo","Kolonnawa","Idroos Mohomad Ilyas",36,0.04
"195",2010,"Colombo","Kolonnawa","Ukkubanda Wijekoon",28,0.03
"196",2010,"Colombo","Kolonnawa","Wije Dias",17,0.02
"197",2010,"Colombo","Kolonnawa","M K Sivajilingam",15,0.02
"198",2010,"Colombo","Kolonnawa","Sanath Pinnaduwa",15,0.02
"199",2010,"Colombo","Kolonnawa","Aruna de Zoysa",14,0.02
"200",2010,"Colombo","Kolonnawa","Battaramulle Seelarathana Thero",10,0.01
"201",2010,"Colombo","Kolonnawa","Upali Sarath Kongahage",7,0.01
"202",2010,"Colombo","Kolonnawa","Mohamed Musthaffa",7,0.01
"203",2010,"Colombo","Kolonnawa","Senaratna de Silva",7,0.01
"204",2010,"Colombo","Kolonnawa","Muthu Bandara Theminimulla",4,0
"205",2010,"Colombo","Kolonnawa","Total No of Valid Votes",86486,98.98
"206",2010,"Colombo","Kolonnawa","No of Rejected Votes",893,1.02
"207",2010,"Colombo","Kolonnawa","Total No of Votes Polled",87379,77.76
"208",2010,"Colombo","Kolonnawa","No of Registered Electors",112363,NA
"209",2010,"Colombo","Kotte","Mahinda Rajapaksha",29125,52.17
"210",2010,"Colombo","Kotte","Sarath Fonseka",26129,46.81
"211",2010,"Colombo","Kotte","Panagoda Don Prince Soloman Anura Liyanage",136,0.24
"212",2010,"Colombo","Kotte","W V Mahiman Ranjith",56,0.1
"213",2010,"Colombo","Kotte","Mohomad Cassim Mohomad Ismail",55,0.1
"214",2010,"Colombo","Kotte","Vickramabahu Karunaratna",51,0.09
"215",2010,"Colombo","Kotte","Channa Janaka Sugathsiri Gamage",46,0.08
"216",2010,"Colombo","Kotte","Achala Ashoka Suraweera",45,0.08
"217",2010,"Colombo","Kotte","Ukkubanda Wijekoon",33,0.06
"218",2010,"Colombo","Kotte","Lal Perera",31,0.06
"219",2010,"Colombo","Kotte","Sirithunga Jayasuriya",24,0.04
"220",2010,"Colombo","Kotte","Sarath Manamendra",19,0.03
"221",2010,"Colombo","Kotte","Idroos Mohomad Ilyas",16,0.03
"222",2010,"Colombo","Kotte","M K Sivajilingam",10,0.02
"223",2010,"Colombo","Kotte","Senaratna de Silva",10,0.02
"224",2010,"Colombo","Kotte","Wije Dias",9,0.02
"225",2010,"Colombo","Kotte","Battaramulle Seelarathana Thero",8,0.01
"226",2010,"Colombo","Kotte","Muthu Bandara Theminimulla",6,0.01
"227",2010,"Colombo","Kotte","Upali Sarath Kongahage",6,0.01
"228",2010,"Colombo","Kotte","Aruna de Zoysa",4,0.01
"229",2010,"Colombo","Kotte","Sanath Pinnaduwa",4,0.01
"230",2010,"Colombo","Kotte","Mohamed Musthaffa",2,0
"231",2010,"Colombo","Kotte","Total No of Valid Votes",55825,99.01
"232",2010,"Colombo","Kotte","No of Rejected Votes",557,0.99
"233",2010,"Colombo","Kotte","Total No of Votes Polled",56382,77.23
"234",2010,"Colombo","Kotte","No of Registered Electors",73009,NA
"235",2010,"Colombo","Kaduwela","Mahinda Rajapaksha",76103,62.24
"236",2010,"Colombo","Kaduwela","Sarath Fonseka",45082,36.87
"237",2010,"Colombo","Kaduwela","Achala Ashoka Suraweera",179,0.15
"238",2010,"Colombo","Kaduwela","W V Mahiman Ranjith",132,0.11
"239",2010,"Colombo","Kaduwela","Mohomad Cassim Mohomad Ismail",127,0.1
"240",2010,"Colombo","Kaduwela","Panagoda Don Prince Soloman Anura Liyanage",124,0.1
"241",2010,"Colombo","Kaduwela","Channa Janaka Sugathsiri Gamage",105,0.09
"242",2010,"Colombo","Kaduwela","Ukkubanda Wijekoon",75,0.06
"243",2010,"Colombo","Kaduwela","Vickramabahu Karunaratna",47,0.04
"244",2010,"Colombo","Kaduwela","Sarath Manamendra",45,0.04
"245",2010,"Colombo","Kaduwela","Sirithunga Jayasuriya",45,0.04
"246",2010,"Colombo","Kaduwela","Idroos Mohomad Ilyas",41,0.03
"247",2010,"Colombo","Kaduwela","Lal Perera",40,0.03
"248",2010,"Colombo","Kaduwela","Wije Dias",26,0.02
"249",2010,"Colombo","Kaduwela","M K Sivajilingam",20,0.02
"250",2010,"Colombo","Kaduwela","Mohamed Musthaffa",18,0.01
"251",2010,"Colombo","Kaduwela","Battaramulle Seelarathana Thero",17,0.01
"252",2010,"Colombo","Kaduwela","Aruna de Zoysa",13,0.01
"253",2010,"Colombo","Kaduwela","Upali Sarath Kongahage",11,0.01
"254",2010,"Colombo","Kaduwela","Senaratna de Silva",11,0.01
"255",2010,"Colombo","Kaduwela","Sanath Pinnaduwa",8,0.01
"256",2010,"Colombo","Kaduwela","Muthu Bandara Theminimulla",7,0.01
"257",2010,"Colombo","Kaduwela","Total No of Valid Votes",122276,99.31
"258",2010,"Colombo","Kaduwela","No of Rejected Votes",850,0.69
"259",2010,"Colombo","Kaduwela","Total No of Votes Polled",123126,77.57
"260",2010,"Colombo","Kaduwela","No of Registered Electors",158736,NA
"261",2010,"Colombo","Avissawella","Mahinda Rajapaksha",53664,64.09
"262",2010,"Colombo","Avissawella","Sarath Fonseka",28875,34.49
"263",2010,"Colombo","Avissawella","Achala Ashoka Suraweera",215,0.26
"264",2010,"Colombo","Avissawella","Mohomad Cassim Mohomad Ismail",151,0.18
"265",2010,"Colombo","Avissawella","W V Mahiman Ranjith",148,0.18
"266",2010,"Colombo","Avissawella","Channa Janaka Sugathsiri Gamage",129,0.15
"267",2010,"Colombo","Avissawella","Panagoda Don Prince Soloman Anura Liyanage",94,0.11
"268",2010,"Colombo","Avissawella","Vickramabahu Karunaratna",68,0.08
"269",2010,"Colombo","Avissawella","Sirithunga Jayasuriya",56,0.07
"270",2010,"Colombo","Avissawella","Ukkubanda Wijekoon",52,0.06
"271",2010,"Colombo","Avissawella","Lal Perera",43,0.05
"272",2010,"Colombo","Avissawella","M K Sivajilingam",42,0.05
"273",2010,"Colombo","Avissawella","Sarath Manamendra",42,0.05
"274",2010,"Colombo","Avissawella","Idroos Mohomad Ilyas",37,0.04
"275",2010,"Colombo","Avissawella","Wije Dias",30,0.04
"276",2010,"Colombo","Avissawella","Aruna de Zoysa",17,0.02
"277",2010,"Colombo","Avissawella","Senaratna de Silva",16,0.02
"278",2010,"Colombo","Avissawella","Mohamed Musthaffa",13,0.02
"279",2010,"Colombo","Avissawella","Battaramulle Seelarathana Thero",12,0.01
"280",2010,"Colombo","Avissawella","Upali Sarath Kongahage",10,0.01
"281",2010,"Colombo","Avissawella","Sanath Pinnaduwa",9,0.01
"282",2010,"Colombo","Avissawella","Muthu Bandara Theminimulla",9,0.01
"283",2010,"Colombo","Avissawella","Total No of Valid Votes",83732,99.18
"284",2010,"Colombo","Avissawella","No of Rejected Votes",689,0.82
"285",2010,"Colombo","Avissawella","Total No of Votes Polled",84421,78.07
"286",2010,"Colombo","Avissawella","No of Registered Electors",108138,NA
"287",2010,"Colombo","Homagama","Mahinda Rajapaksha",80799,66.62
"288",2010,"Colombo","Homagama","Sarath Fonseka",39414,32.5
"289",2010,"Colombo","Homagama","Achala Ashoka Suraweera",217,0.18
"290",2010,"Colombo","Homagama","Mohomad Cassim Mohomad Ismail",143,0.12
"291",2010,"Colombo","Homagama","W V Mahiman Ranjith",131,0.11
"292",2010,"Colombo","Homagama","Panagoda Don Prince Soloman Anura Liyanage",115,0.09
"293",2010,"Colombo","Homagama","Channa Janaka Sugathsiri Gamage",84,0.07
"294",2010,"Colombo","Homagama","Ukkubanda Wijekoon",52,0.04
"295",2010,"Colombo","Homagama","Vickramabahu Karunaratna",52,0.04
"296",2010,"Colombo","Homagama","Lal Perera",42,0.03
"297",2010,"Colombo","Homagama","Sarath Manamendra",39,0.03
"298",2010,"Colombo","Homagama","Sirithunga Jayasuriya",37,0.03
"299",2010,"Colombo","Homagama","Idroos Mohomad Ilyas",33,0.03
"300",2010,"Colombo","Homagama","Wije Dias",24,0.02
"301",2010,"Colombo","Homagama","M K Sivajilingam",23,0.02
"302",2010,"Colombo","Homagama","Battaramulle Seelarathana Thero",18,0.01
"303",2010,"Colombo","Homagama","Mohamed Musthaffa",13,0.01
"304",2010,"Colombo","Homagama","Aruna de Zoysa",11,0.01
"305",2010,"Colombo","Homagama","Sanath Pinnaduwa",10,0.01
"306",2010,"Colombo","Homagama","Muthu Bandara Theminimulla",8,0.01
"307",2010,"Colombo","Homagama","Senaratna de Silva",7,0.01
"308",2010,"Colombo","Homagama","Upali Sarath Kongahage",7,0.01
"309",2010,"Colombo","Homagama","Total No of Valid Votes",121279,99.37
"310",2010,"Colombo","Homagama","No of Rejected Votes",770,0.63
"311",2010,"Colombo","Homagama","Total No of Votes Polled",122049,78.38
"312",2010,"Colombo","Homagama","No of Registered Electors",155720,NA
"313",2010,"Colombo","Maharagama","Mahinda Rajapaksha",59360,62.32
"314",2010,"Colombo","Maharagama","Sarath Fonseka",35162,36.91
"315",2010,"Colombo","Maharagama","W V Mahiman Ranjith",109,0.11
"316",2010,"Colombo","Maharagama","Panagoda Don Prince Soloman Anura Liyanage",107,0.11
"317",2010,"Colombo","Maharagama","Achala Ashoka Suraweera",103,0.11
"318",2010,"Colombo","Maharagama","Mohomad Cassim Mohomad Ismail",65,0.07
"319",2010,"Colombo","Maharagama","Channa Janaka Sugathsiri Gamage",51,0.05
"320",2010,"Colombo","Maharagama","Vickramabahu Karunaratna",49,0.05
"321",2010,"Colombo","Maharagama","Ukkubanda Wijekoon",40,0.04
"322",2010,"Colombo","Maharagama","Sarath Manamendra",30,0.03
"323",2010,"Colombo","Maharagama","Sirithunga Jayasuriya",29,0.03
"324",2010,"Colombo","Maharagama","Wije Dias",26,0.03
"325",2010,"Colombo","Maharagama","Lal Perera",23,0.02
"326",2010,"Colombo","Maharagama","Idroos Mohomad Ilyas",23,0.02
"327",2010,"Colombo","Maharagama","M K Sivajilingam",17,0.02
"328",2010,"Colombo","Maharagama","Battaramulle Seelarathana Thero",13,0.01
"329",2010,"Colombo","Maharagama","Upali Sarath Kongahage",12,0.01
"330",2010,"Colombo","Maharagama","Senaratna de Silva",10,0.01
"331",2010,"Colombo","Maharagama","Mohamed Musthaffa",9,0.01
"332",2010,"Colombo","Maharagama","Muthu Bandara Theminimulla",7,0.01
"333",2010,"Colombo","Maharagama","Aruna de Zoysa",6,0.01
"334",2010,"Colombo","Maharagama","Sanath Pinnaduwa",4,0
"335",2010,"Colombo","Maharagama","Total No of Valid Votes",95255,99.2
"336",2010,"Colombo","Maharagama","No of Rejected Votes",768,0.8
"337",2010,"Colombo","Maharagama","Total No of Votes Polled",96023,79.2
"338",2010,"Colombo","Maharagama","No of Registered Electors",121247,NA
"339",2010,"Colombo","Kesbewa","Mahinda Rajapaksha",77474,65.1
"340",2010,"Colombo","Kesbewa","Sarath Fonseka",40474,34.01
"341",2010,"Colombo","Kesbewa","Achala Ashoka Suraweera",189,0.16
"342",2010,"Colombo","Kesbewa","Panagoda Don Prince Soloman Anura Liyanage",134,0.11
"343",2010,"Colombo","Kesbewa","W V Mahiman Ranjith",134,0.11
"344",2010,"Colombo","Kesbewa","Mohomad Cassim Mohomad Ismail",106,0.09
"345",2010,"Colombo","Kesbewa","Channa Janaka Sugathsiri Gamage",83,0.07
"346",2010,"Colombo","Kesbewa","Ukkubanda Wijekoon",70,0.06
"347",2010,"Colombo","Kesbewa","Sarath Manamendra",53,0.04
"348",2010,"Colombo","Kesbewa","Lal Perera",50,0.04
"349",2010,"Colombo","Kesbewa","Vickramabahu Karunaratna",47,0.04
"350",2010,"Colombo","Kesbewa","Wije Dias",34,0.03
"351",2010,"Colombo","Kesbewa","Sirithunga Jayasuriya",33,0.03
"352",2010,"Colombo","Kesbewa","Idroos Mohomad Ilyas",33,0.03
"353",2010,"Colombo","Kesbewa","Battaramulle Seelarathana Thero",19,0.02
"354",2010,"Colombo","Kesbewa","M K Sivajilingam",16,0.01
"355",2010,"Colombo","Kesbewa","Aruna de Zoysa",13,0.01
"356",2010,"Colombo","Kesbewa","Senaratna de Silva",11,0.01
"357",2010,"Colombo","Kesbewa","Mohamed Musthaffa",10,0.01
"358",2010,"Colombo","Kesbewa","Muthu Bandara Theminimulla",9,0.01
"359",2010,"Colombo","Kesbewa","Sanath Pinnaduwa",7,0.01
"360",2010,"Colombo","Kesbewa","Upali Sarath Kongahage",7,0.01
"361",2010,"Colombo","Kesbewa","Total No of Valid Votes",119006,99.33
"362",2010,"Colombo","Kesbewa","No of Rejected Votes",803,0.67
"363",2010,"Colombo","Kesbewa","Total No of Votes Polled",119809,80.57
"364",2010,"Colombo","Kesbewa","No of Registered Electors",148696,NA
"365",2010,"Colombo","Moratuwa","Mahinda Rajapaksha",52627,57.99
"366",2010,"Colombo","Moratuwa","Sarath Fonseka",37233,41.03
"367",2010,"Colombo","Moratuwa","Panagoda Don Prince Soloman Anura Liyanage",157,0.17
"368",2010,"Colombo","Moratuwa","Achala Ashoka Suraweera",125,0.14
"369",2010,"Colombo","Moratuwa","W V Mahiman Ranjith",108,0.12
"370",2010,"Colombo","Moratuwa","Channa Janaka Sugathsiri Gamage",86,0.09
"371",2010,"Colombo","Moratuwa","Mohomad Cassim Mohomad Ismail",69,0.08
