"","Year","District","Electorate","ColNames","Votes","Percentage"
"35",1999,"Colombo","Borella","Abdul Rasool",119,0.31
"36",1999,"Colombo","Borella","Alwis Weerakkody Premawardhana",11,0.03
"37",1999,"Colombo","Borella","Ariyawansha Dissanayaka",5,0.01
"38",1999,"Colombo","Borella","M.D. Nandana Gunathilaka",1289,3.37
"39",1999,"Colombo","Borella","Kamal Karunadasa",23,0.06
"40",1999,"Colombo","Borella","Chandrika Bandaranaike Kumaratunga",17023,44.55
"41",1999,"Colombo","Borella","Tennyson Edirisuriya",42,0.11
"42",1999,"Colombo","Borella","W.V.M. Ranjith",57,0.15
"43",1999,"Colombo","Borella","Ranil Wickramasinghe",19151,50.12
"44",1999,"Colombo","Borella","Rajiva Wijesinha",57,0.15
"45",1999,"Colombo","Borella","Vasudeva Nanayakkara",148,0.39
"46",1999,"Colombo","Borella","Hudson Samarasinghe",13,0.03
"47",1999,"Colombo","Borella","Harishchandra Wijayatunga",275,0.72
"48",1999,"Colombo","Borella","Total No of Valid Votes",38213,97.31
"49",1999,"Colombo","Borella","No of Rejected Votes",1058,2.69
"50",1999,"Colombo","Borella","Total No of Votes Polled",39271,70.97
"51",1999,"Colombo","Borella","No of Registered Electors",55338,NA
"52",1999,"Colombo","Colombo-East","Abdul Rasool",109,0.25
"53",1999,"Colombo","Colombo-East","Alwis Weerakkody Premawardhana",10,0.02
"54",1999,"Colombo","Colombo-East","Ariyawansha Dissanayaka",16,0.04
"55",1999,"Colombo","Colombo-East","M.D. Nandana Gunathilaka",1486,3.47
"56",1999,"Colombo","Colombo-East","Kamal Karunadasa",34,0.08
"57",1999,"Colombo","Colombo-East","Chandrika Bandaranaike Kumaratunga",17777,41.56
"58",1999,"Colombo","Colombo-East","Tennyson Edirisuriya",59,0.14
"59",1999,"Colombo","Colombo-East","W.V.M. Ranjith",61,0.14
"60",1999,"Colombo","Colombo-East","Ranil Wickramasinghe",22281,52.09
"61",1999,"Colombo","Colombo-East","Rajiva Wijesinha",89,0.21
"62",1999,"Colombo","Colombo-East","Vasudeva Nanayakkara",419,0.98
"63",1999,"Colombo","Colombo-East","Hudson Samarasinghe",19,0.04
"64",1999,"Colombo","Colombo-East","Harishchandra Wijayatunga",410,0.96
"65",1999,"Colombo","Colombo-East","Total No of Valid Votes",42770,96.86
"66",1999,"Colombo","Colombo-East","No of Rejected Votes",1388,3.14
"67",1999,"Colombo","Colombo-East","Total No of Votes Polled",44158,68.58
"68",1999,"Colombo","Colombo-East","No of Registered Electors",64386,NA
"69",1999,"Colombo","Colombo-West","Abdul Rasool",92,0.36
"70",1999,"Colombo","Colombo-West","Alwis Weerakkody Premawardhana",6,0.02
"71",1999,"Colombo","Colombo-West","Ariyawansha Dissanayaka",7,0.03
"72",1999,"Colombo","Colombo-West","M.D. Nandana Gunathilaka",406,1.6
"73",1999,"Colombo","Colombo-West","Kamal Karunadasa",13,0.05
"74",1999,"Colombo","Colombo-West","Chandrika Bandaranaike Kumaratunga",7327,28.96
"75",1999,"Colombo","Colombo-West","Tennyson Edirisuriya",36,0.14
"76",1999,"Colombo","Colombo-West","W.V.M. Ranjith",17,0.07
"77",1999,"Colombo","Colombo-West","Ranil Wickramasinghe",16531,65.35
"78",1999,"Colombo","Colombo-West","Rajiva Wijesinha",99,0.39
"79",1999,"Colombo","Colombo-West","Vasudeva Nanayakkara",539,2.13
"80",1999,"Colombo","Colombo-West","Hudson Samarasinghe",15,0.06
"81",1999,"Colombo","Colombo-West","Harishchandra Wijayatunga",210,0.83
"82",1999,"Colombo","Colombo-West","Total No of Valid Votes",25298,96.58
"83",1999,"Colombo","Colombo-West","No of Rejected Votes",896,3.42
"84",1999,"Colombo","Colombo-West","Total No of Votes Polled",26194,64.03
"85",1999,"Colombo","Colombo-West","No of Registered Electors",40908,NA
"86",1999,"Colombo","Dehiwala","Abdul Rasool",86,0.21
"87",1999,"Colombo","Dehiwala","Alwis Weerakkody Premawardhana",16,0.04
"88",1999,"Colombo","Dehiwala","Ariyawansha Dissanayaka",20,0.05
"89",1999,"Colombo","Dehiwala","M.D. Nandana Gunathilaka",1346,3.35
"90",1999,"Colombo","Dehiwala","Kamal Karunadasa",17,0.04
"91",1999,"Colombo","Dehiwala","Chandrika Bandaranaike Kumaratunga",18683,46.48
"92",1999,"Colombo","Dehiwala","Tennyson Edirisuriya",44,0.11
"93",1999,"Colombo","Dehiwala","W.V.M. Ranjith",33,0.08
"94",1999,"Colombo","Dehiwala","Ranil Wickramasinghe",19126,47.58
"95",1999,"Colombo","Dehiwala","Rajiva Wijesinha",78,0.19
"96",1999,"Colombo","Dehiwala","Vasudeva Nanayakkara",324,0.81
"97",1999,"Colombo","Dehiwala","Hudson Samarasinghe",9,0.02
"98",1999,"Colombo","Dehiwala","Harishchandra Wijayatunga",412,1.03
"99",1999,"Colombo","Dehiwala","Total No of Valid Votes",40194,96.53
"100",1999,"Colombo","Dehiwala","No of Rejected Votes",1446,3.47
"101",1999,"Colombo","Dehiwala","Total No of Votes Polled",41640,71.29
"102",1999,"Colombo","Dehiwala","No of Registered Electors",58407,NA
"103",1999,"Colombo","Ratmalana","Abdul Rasool",94,0.21
"104",1999,"Colombo","Ratmalana","Alwis Weerakkody Premawardhana",7,0.02
"105",1999,"Colombo","Ratmalana","Ariyawansha Dissanayaka",18,0.04
"106",1999,"Colombo","Ratmalana","M.D. Nandana Gunathilaka",2514,5.72
"107",1999,"Colombo","Ratmalana","Kamal Karunadasa",36,0.08
"108",1999,"Colombo","Ratmalana","Chandrika Bandaranaike Kumaratunga",22868,52.02
"109",1999,"Colombo","Ratmalana","Tennyson Edirisuriya",60,0.14
"110",1999,"Colombo","Ratmalana","W.V.M. Ranjith",42,0.1
"111",1999,"Colombo","Ratmalana","Ranil Wickramasinghe",17572,39.97
"112",1999,"Colombo","Ratmalana","Rajiva Wijesinha",55,0.13
"113",1999,"Colombo","Ratmalana","Vasudeva Nanayakkara",203,0.46
"114",1999,"Colombo","Ratmalana","Hudson Samarasinghe",10,0.02
"115",1999,"Colombo","Ratmalana","Harishchandra Wijayatunga",485,1.1
"116",1999,"Colombo","Ratmalana","Total No of Valid Votes",43964,96.7
"117",1999,"Colombo","Ratmalana","No of Rejected Votes",1500,3.3
"118",1999,"Colombo","Ratmalana","Total No of Votes Polled",45464,71.64
"119",1999,"Colombo","Ratmalana","No of Registered Electors",63466,NA
"120",1999,"Colombo","Kolonnawa","Abdul Rasool",107,0.15
"121",1999,"Colombo","Kolonnawa","Alwis Weerakkody Premawardhana",13,0.02
"122",1999,"Colombo","Kolonnawa","Ariyawansha Dissanayaka",16,0.02
"123",1999,"Colombo","Kolonnawa","M.D. Nandana Gunathilaka",3385,4.83
"124",1999,"Colombo","Kolonnawa","Kamal Karunadasa",42,0.06
"125",1999,"Colombo","Kolonnawa","Chandrika Bandaranaike Kumaratunga",36907,52.62
"126",1999,"Colombo","Kolonnawa","Tennyson Edirisuriya",113,0.16
"127",1999,"Colombo","Kolonnawa","W.V.M. Ranjith",97,0.14
"128",1999,"Colombo","Kolonnawa","Ranil Wickramasinghe",28681,40.9
"129",1999,"Colombo","Kolonnawa","Rajiva Wijesinha",93,0.13
"130",1999,"Colombo","Kolonnawa","Vasudeva Nanayakkara",188,0.27
"131",1999,"Colombo","Kolonnawa","Hudson Samarasinghe",23,0.03
"132",1999,"Colombo","Kolonnawa","Harishchandra Wijayatunga",468,0.67
"133",1999,"Colombo","Kolonnawa","Total No of Valid Votes",70133,97.47
"134",1999,"Colombo","Kolonnawa","No of Rejected Votes",1819,2.53
"135",1999,"Colombo","Kolonnawa","Total No of Votes Polled",71952,74.82
"136",1999,"Colombo","Kolonnawa","No of Registered Electors",96164,NA
"137",1999,"Colombo","Kotte","Abdul Rasool",47,0.09
"138",1999,"Colombo","Kotte","Alwis Weerakkody Premawardhana",15,0.03
"139",1999,"Colombo","Kotte","Ariyawansha Dissanayaka",10,0.02
"140",1999,"Colombo","Kotte","M.D. Nandana Gunathilaka",2075,4.18
"141",1999,"Colombo","Kotte","Kamal Karunadasa",41,0.08
"142",1999,"Colombo","Kotte","Chandrika Bandaranaike Kumaratunga",24782,49.93
"143",1999,"Colombo","Kotte","Tennyson Edirisuriya",83,0.17
"144",1999,"Colombo","Kotte","W.V.M. Ranjith",37,0.07
"145",1999,"Colombo","Kotte","Ranil Wickramasinghe",21455,43.22
"146",1999,"Colombo","Kotte","Rajiva Wijesinha",87,0.18
"147",1999,"Colombo","Kotte","Vasudeva Nanayakkara",231,0.47
"148",1999,"Colombo","Kotte","Hudson Samarasinghe",10,0.02
"149",1999,"Colombo","Kotte","Harishchandra Wijayatunga",763,1.54
"150",1999,"Colombo","Kotte","Total No of Valid Votes",49636,96.74
"151",1999,"Colombo","Kotte","No of Rejected Votes",1675,3.26
"152",1999,"Colombo","Kotte","Total No of Votes Polled",51311,72.86
"153",1999,"Colombo","Kotte","No of Registered Electors",70424,NA
"154",1999,"Colombo","Kaduwela","Abdul Rasool",91,0.1
"155",1999,"Colombo","Kaduwela","Alwis Weerakkody Premawardhana",29,0.03
"156",1999,"Colombo","Kaduwela","Ariyawansha Dissanayaka",34,0.04
"157",1999,"Colombo","Kaduwela","M.D. Nandana Gunathilaka",6170,6.74
"158",1999,"Colombo","Kaduwela","Kamal Karunadasa",79,0.09
"159",1999,"Colombo","Kaduwela","Chandrika Bandaranaike Kumaratunga",50535,55.24
"160",1999,"Colombo","Kaduwela","Tennyson Edirisuriya",112,0.12
"161",1999,"Colombo","Kaduwela","W.V.M. Ranjith",102,0.11
"162",1999,"Colombo","Kaduwela","Ranil Wickramasinghe",32951,36.02
"163",1999,"Colombo","Kaduwela","Rajiva Wijesinha",101,0.11
"164",1999,"Colombo","Kaduwela","Vasudeva Nanayakkara",338,0.37
"165",1999,"Colombo","Kaduwela","Hudson Samarasinghe",32,0.03
"166",1999,"Colombo","Kaduwela","Harishchandra Wijayatunga",916,1
"167",1999,"Colombo","Kaduwela","Total No of Valid Votes",91490,97.31
"168",1999,"Colombo","Kaduwela","No of Rejected Votes",2530,2.69
"169",1999,"Colombo","Kaduwela","Total No of Votes Polled",94020,74.55
"170",1999,"Colombo","Kaduwela","No of Registered Electors",126119,NA
"171",1999,"Colombo","Avissawella","Abdul Rasool",109,0.17
"172",1999,"Colombo","Avissawella","Alwis Weerakkody Premawardhana",47,0.07
"173",1999,"Colombo","Avissawella","Ariyawansha Dissanayaka",30,0.05
"174",1999,"Colombo","Avissawella","M.D. Nandana Gunathilaka",2976,4.57
"175",1999,"Colombo","Avissawella","Kamal Karunadasa",91,0.14
"176",1999,"Colombo","Avissawella","Chandrika Bandaranaike Kumaratunga",33957,52.1
"177",1999,"Colombo","Avissawella","Tennyson Edirisuriya",113,0.17
"178",1999,"Colombo","Avissawella","W.V.M. Ranjith",158,0.24
"179",1999,"Colombo","Avissawella","Ranil Wickramasinghe",26903,41.27
"180",1999,"Colombo","Avissawella","Rajiva Wijesinha",123,0.19
"181",1999,"Colombo","Avissawella","Vasudeva Nanayakkara",300,0.46
"182",1999,"Colombo","Avissawella","Hudson Samarasinghe",41,0.06
"183",1999,"Colombo","Avissawella","Harishchandra Wijayatunga",334,0.51
"184",1999,"Colombo","Avissawella","Total No of Valid Votes",65182,97.76
"185",1999,"Colombo","Avissawella","No of Rejected Votes",1495,2.24
"186",1999,"Colombo","Avissawella","Total No of Votes Polled",66677,75.84
"187",1999,"Colombo","Avissawella","No of Registered Electors",87913,NA
"188",1999,"Colombo","Homagama","Abdul Rasool",91,0.11
"189",1999,"Colombo","Homagama","Alwis Weerakkody Premawardhana",37,0.04
"190",1999,"Colombo","Homagama","Ariyawansha Dissanayaka",34,0.04
"191",1999,"Colombo","Homagama","M.D. Nandana Gunathilaka",4878,5.8
"192",1999,"Colombo","Homagama","Kamal Karunadasa",69,0.08
"193",1999,"Colombo","Homagama","Chandrika Bandaranaike Kumaratunga",46823,55.66
"194",1999,"Colombo","Homagama","Tennyson Edirisuriya",129,0.15
"195",1999,"Colombo","Homagama","W.V.M. Ranjith",140,0.17
"196",1999,"Colombo","Homagama","Ranil Wickramasinghe",30859,36.68
"197",1999,"Colombo","Homagama","Rajiva Wijesinha",102,0.12
"198",1999,"Colombo","Homagama","Vasudeva Nanayakkara",267,0.32
"199",1999,"Colombo","Homagama","Hudson Samarasinghe",32,0.04
"200",1999,"Colombo","Homagama","Harishchandra Wijayatunga",662,0.79
"201",1999,"Colombo","Homagama","Total No of Valid Votes",84123,97.25
"202",1999,"Colombo","Homagama","No of Rejected Votes",2383,2.75
"203",1999,"Colombo","Homagama","Total No of Votes Polled",86506,74.21
"204",1999,"Colombo","Homagama","No of Registered Electors",116577,NA
"205",1999,"Colombo","Maharagama","Abdul Rasool",78,0.1
"206",1999,"Colombo","Maharagama","Alwis Weerakkody Premawardhana",33,0.04
"207",1999,"Colombo","Maharagama","Ariyawansha Dissanayaka",25,0.03
"208",1999,"Colombo","Maharagama","M.D. Nandana Gunathilaka",4168,5.41
"209",1999,"Colombo","Maharagama","Kamal Karunadasa",68,0.09
"210",1999,"Colombo","Maharagama","Chandrika Bandaranaike Kumaratunga",43584,56.54
"211",1999,"Colombo","Maharagama","Tennyson Edirisuriya",117,0.15
"212",1999,"Colombo","Maharagama","W.V.M. Ranjith",98,0.13
"213",1999,"Colombo","Maharagama","Ranil Wickramasinghe",27338,35.47
"214",1999,"Colombo","Maharagama","Rajiva Wijesinha",82,0.11
"215",1999,"Colombo","Maharagama","Vasudeva Nanayakkara",340,0.44
"216",1999,"Colombo","Maharagama","Hudson Samarasinghe",31,0.04
"217",1999,"Colombo","Maharagama","Harishchandra Wijayatunga",1119,1.45
"218",1999,"Colombo","Maharagama","Total No of Valid Votes",77081,96.4
"219",1999,"Colombo","Maharagama","No of Rejected Votes",2876,3.6
"220",1999,"Colombo","Maharagama","Total No of Votes Polled",79957,73.61
"221",1999,"Colombo","Maharagama","No of Registered Electors",108622,NA
"222",1999,"Colombo","Kesbewa","Abdul Rasool",71,0.08
"223",1999,"Colombo","Kesbewa","Alwis Weerakkody Premawardhana",26,0.03
"224",1999,"Colombo","Kesbewa","Ariyawansha Dissanayaka",32,0.04
"225",1999,"Colombo","Kesbewa","M.D. Nandana Gunathilaka",5236,5.84
"226",1999,"Colombo","Kesbewa","Kamal Karunadasa",70,0.08
"227",1999,"Colombo","Kesbewa","Chandrika Bandaranaike Kumaratunga",51240,57.17
"228",1999,"Colombo","Kesbewa","Tennyson Edirisuriya",134,0.15
"229",1999,"Colombo","Kesbewa","W.V.M. Ranjith",105,0.12
"230",1999,"Colombo","Kesbewa","Ranil Wickramasinghe",31302,34.93
"231",1999,"Colombo","Kesbewa","Rajiva Wijesinha",101,0.11
"232",1999,"Colombo","Kesbewa","Vasudeva Nanayakkara",346,0.39
"233",1999,"Colombo","Kesbewa","Hudson Samarasinghe",20,0.02
"234",1999,"Colombo","Kesbewa","Harishchandra Wijayatunga",940,1.05
"235",1999,"Colombo","Kesbewa","Total No of Valid Votes",89623,96.8
"236",1999,"Colombo","Kesbewa","No of Rejected Votes",2967,3.2
"237",1999,"Colombo","Kesbewa","Total No of Votes Polled",92590,76
"238",1999,"Colombo","Kesbewa","No of Registered Electors",121836,NA
"239",1999,"Colombo","Moratuwa","Abdul Rasool",76,0.1
"240",1999,"Colombo","Moratuwa","Alwis Weerakkody Premawardhana",20,0.03
"241",1999,"Colombo","Moratuwa","Ariyawansha Dissanayaka",38,0.05
"242",1999,"Colombo","Moratuwa","M.D. Nandana Gunathilaka",3692,4.65
"243",1999,"Colombo","Moratuwa","Kamal Karunadasa",70,0.09
"244",1999,"Colombo","Moratuwa","Chandrika Bandaranaike Kumaratunga",41380,52.16
"245",1999,"Colombo","Moratuwa","Tennyson Edirisuriya",127,0.16
"246",1999,"Colombo","Moratuwa","W.V.M. Ranjith",96,0.12
"247",1999,"Colombo","Moratuwa","Ranil Wickramasinghe",33017,41.62
"248",1999,"Colombo","Moratuwa","Rajiva Wijesinha",72,0.09
"249",1999,"Colombo","Moratuwa","Vasudeva Nanayakkara",288,0.36
"250",1999,"Colombo","Moratuwa","Hudson Samarasinghe",20,0.03
"251",1999,"Colombo","Moratuwa","Harishchandra Wijayatunga",431,0.54
"252",1999,"Colombo","Moratuwa","Total No of Valid Votes",79327,97.53
"253",1999,"Colombo","Moratuwa","No of Rejected Votes",2006,2.47
"254",1999,"Colombo","Moratuwa","Total No of Votes Polled",81333,77.11
"255",1999,"Colombo","Moratuwa","No of Registered Electors",105483,NA
"256",1999,"Colombo","Postal District Votes","Abdul Rasool",17,0.11
"257",1999,"Colombo","Postal District Votes","Alwis Weerakkody Premawardhana",4,0.03
"258",1999,"Colombo","Postal District Votes","Ariyawansha Dissanayaka",4,0.03
"259",1999,"Colombo","Postal District Votes","M.D. Nandana Gunathilaka",1152,7.29
"260",1999,"Colombo","Postal District Votes","Kamal Karunadasa",2,0.01
"261",1999,"Colombo","Postal District Votes","Chandrika Bandaranaike Kumaratunga",7894,49.97
"262",1999,"Colombo","Postal District Votes","Tennyson Edirisuriya",11,0.07
"263",1999,"Colombo","Postal District Votes","W.V.M. Ranjith",3,0.02
"264",1999,"Colombo","Postal District Votes","Ranil Wickramasinghe",6070,38.42
"265",1999,"Colombo","Postal District Votes","Rajiva Wijesinha",6,0.04
"266",1999,"Colombo","Postal District Votes","Vasudeva Nanayakkara",237,1.5
"267",1999,"Colombo","Postal District Votes","Hudson Samarasinghe",1,0.01
"268",1999,"Colombo","Postal District Votes","Harishchandra Wijayatunga",397,2.51
"269",1999,"Colombo","Postal District Votes","Total No of Valid Votes",15798,93.25
"270",1999,"Colombo","Postal District Votes","No of Rejected Votes",1144,6.75
"271",1999,"Colombo","Postal District Votes","Total No of Votes Polled",16942,NA
"272",1999,"Colombo","Final District Results","Abdul Rasool",1980,0.21
"273",1999,"Colombo","Final District Results","Alwis Weerakkody Premawardhana",309,0.03
"274",1999,"Colombo","Final District Results","Ariyawansha Dissanayaka",329,0.03
"275",1999,"Colombo","Final District Results","M.D. Nandana Gunathilaka",44009,4.56
"276",1999,"Colombo","Final District Results","Kamal Karunadasa",783,0.08
"277",1999,"Colombo","Final District Results","Chandrika Bandaranaike Kumaratunga",474310,49.18
"278",1999,"Colombo","Final District Results","Tennyson Edirisuriya",1370,0.14
"279",1999,"Colombo","Final District Results","W.V.M. Ranjith",1319,0.14
"280",1999,"Colombo","Final District Results","Ranil Wickramasinghe",425185,44.08
"281",1999,"Colombo","Final District Results","Rajiva Wijesinha",1376,0.14
"282",1999,"Colombo","Final District Results","Vasudeva Nanayakkara",5000,0.52
"283",1999,"Colombo","Final District Results","Hudson Samarasinghe",355,0.04
"284",1999,"Colombo","Final District Results","Harishchandra Wijayatunga",8209,0.85
"285",1999,"Colombo","Final District Results","Total No of Valid Votes",964534,97.06
"286",1999,"Colombo","Final District Results","No of Rejected Votes",29197,2.94
"287",1999,"Colombo","Final District Results","Total No of Votes Polled",993731,74.32
"288",1999,"Colombo","Final District Results","No of Registered Electors",1337083,NA
"289",1999,"Gampaha","Wattala","Abdul Rasool",60,0.09
"290",1999,"Gampaha","Wattala","Alwis Weerakkody Premawardhana",17,0.03
"291",1999,"Gampaha","Wattala","Ariyawansha Dissanayaka",27,0.04
"292",1999,"Gampaha","Wattala","M.D. Nandana Gunathilaka",2127,3.2
"293",1999,"Gampaha","Wattala","Kamal Karunadasa",47,0.07
"294",1999,"Gampaha","Wattala","Chandrika Bandaranaike Kumaratunga",32954,49.55
"295",1999,"Gampaha","Wattala","Tennyson Edirisuriya",74,0.11
"296",1999,"Gampaha","Wattala","W.V.M. Ranjith",83,0.12
"297",1999,"Gampaha","Wattala","Ranil Wickramasinghe",30566,45.96
"298",1999,"Gampaha","Wattala","Rajiva Wijesinha",72,0.11
"299",1999,"Gampaha","Wattala","Vasudeva Nanayakkara",279,0.42
"300",1999,"Gampaha","Wattala","Hudson Samarasinghe",22,0.03
"301",1999,"Gampaha","Wattala","Harishchandra Wijayatunga",184,0.28
"302",1999,"Gampaha","Wattala","Total No of Valid Votes",66512,97.74
"303",1999,"Gampaha","Wattala","No of Rejected Votes",1541,2.26
"304",1999,"Gampaha","Wattala","Total No of Votes Polled",68053,77
"305",1999,"Gampaha","Wattala","No of Registered Electors",88377,NA
"306",1999,"Gampaha","Negombo","Abdul Rasool",126,0.21
"307",1999,"Gampaha","Negombo","Alwis Weerakkody Premawardhana",15,0.03
"308",1999,"Gampaha","Negombo","Ariyawansha Dissanayaka",20,0.03
"309",1999,"Gampaha","Negombo","M.D. Nandana Gunathilaka",1360,2.31
"310",1999,"Gampaha","Negombo","Kamal Karunadasa",55,0.09
"311",1999,"Gampaha","Negombo","Chandrika Bandaranaike Kumaratunga",28515,48.48
"312",1999,"Gampaha","Negombo","Tennyson Edirisuriya",111,0.19
"313",1999,"Gampaha","Negombo","W.V.M. Ranjith",92,0.16
"314",1999,"Gampaha","Negombo","Ranil Wickramasinghe",28156,47.87
"315",1999,"Gampaha","Negombo","Rajiva Wijesinha",74,0.13
"316",1999,"Gampaha","Negombo","Vasudeva Nanayakkara",156,0.27
"317",1999,"Gampaha","Negombo","Hudson Samarasinghe",36,0.06
"318",1999,"Gampaha","Negombo","Harishchandra Wijayatunga",106,0.18
"319",1999,"Gampaha","Negombo","Total No of Valid Votes",58822,98.03
"320",1999,"Gampaha","Negombo","No of Rejected Votes",1181,1.97
"321",1999,"Gampaha","Negombo","Total No of Votes Polled",60003,71.85
"322",1999,"Gampaha","Negombo","No of Registered Electors",83508,NA
"323",1999,"Gampaha","Katana","Abdul Rasool",82,0.11
"324",1999,"Gampaha","Katana","Alwis Weerakkody Premawardhana",21,0.03
"325",1999,"Gampaha","Katana","Ariyawansha Dissanayaka",19,0.02
"326",1999,"Gampaha","Katana","M.D. Nandana Gunathilaka",2224,2.92
"327",1999,"Gampaha","Katana","Kamal Karunadasa",71,0.09
"328",1999,"Gampaha","Katana","Chandrika Bandaranaike Kumaratunga",45607,59.82
"329",1999,"Gampaha","Katana","Tennyson Edirisuriya",148,0.19
"330",1999,"Gampaha","Katana","W.V.M. Ranjith",125,0.16
"331",1999,"Gampaha","Katana","Ranil Wickramasinghe",27389,35.93
"332",1999,"Gampaha","Katana","Rajiva Wijesinha",92,0.12
"333",1999,"Gampaha","Katana","Vasudeva Nanayakkara",171,0.22
"334",1999,"Gampaha","Katana","Hudson Samarasinghe",25,0.03
"335",1999,"Gampaha","Katana","Harishchandra Wijayatunga",261,0.34
"336",1999,"Gampaha","Katana","Total No of Valid Votes",76235,98.01
"337",1999,"Gampaha","Katana","No of Rejected Votes",1545,1.99
"338",1999,"Gampaha","Katana","Total No of Votes Polled",77780,77.51
"339",1999,"Gampaha","Katana","No of Registered Electors",100352,NA
"340",1999,"Gampaha","Divulapitiya","Abdul Rasool",54,0.08
"341",1999,"Gampaha","Divulapitiya","Alwis Weerakkody Premawardhana",30,0.05
"342",1999,"Gampaha","Divulapitiya","Ariyawansha Dissanayaka",21,0.03
"343",1999,"Gampaha","Divulapitiya","M.D. Nandana Gunathilaka",2046,3.14
"344",1999,"Gampaha","Divulapitiya","Kamal Karunadasa",62,0.1
"345",1999,"Gampaha","Divulapitiya","Chandrika Bandaranaike Kumaratunga",35245,54.1
"346",1999,"Gampaha","Divulapitiya","Tennyson Edirisuriya",107,0.16
"347",1999,"Gampaha","Divulapitiya","W.V.M. Ranjith",127,0.19
"348",1999,"Gampaha","Divulapitiya","Ranil Wickramasinghe",27007,41.46
"349",1999,"Gampaha","Divulapitiya","Rajiva Wijesinha",100,0.15
"350",1999,"Gampaha","Divulapitiya","Vasudeva Nanayakkara",97,0.15
"351",1999,"Gampaha","Divulapitiya","Hudson Samarasinghe",36,0.06
"352",1999,"Gampaha","Divulapitiya","Harishchandra Wijayatunga",215,0.33
"353",1999,"Gampaha","Divulapitiya","Total No of Valid Votes",65147,98.58
"354",1999,"Gampaha","Divulapitiya","No of Rejected Votes",941,1.42
"355",1999,"Gampaha","Divulapitiya","Total No of Votes Polled",66088,79.55
"356",1999,"Gampaha","Divulapitiya","No of Registered Electors",83077,NA
"357",1999,"Gampaha","Mirigama","Abdul Rasool",198,0.27
"358",1999,"Gampaha","Mirigama","Alwis Weerakkody Premawardhana",21,0.03
"359",1999,"Gampaha","Mirigama","Ariyawansha Dissanayaka",31,0.04
"360",1999,"Gampaha","Mirigama","M.D. Nandana Gunathilaka",4213,5.85
"361",1999,"Gampaha","Mirigama","Kamal Karunadasa",82,0.11
"362",1999,"Gampaha","Mirigama","Chandrika Bandaranaike Kumaratunga",38075,52.86
"363",1999,"Gampaha","Mirigama","Tennyson Edirisuriya",116,0.16
"364",1999,"Gampaha","Mirigama","W.V.M. Ranjith",150,0.21
"365",1999,"Gampaha","Mirigama","Ranil Wickramasinghe",28456,39.51
"366",1999,"Gampaha","Mirigama","Rajiva Wijesinha",106,0.15
"367",1999,"Gampaha","Mirigama","Vasudeva Nanayakkara",112,0.16
"368",1999,"Gampaha","Mirigama","Hudson Samarasinghe",50,0.07
