"","Year","District","Electorate","ColNames","Votes","Percentage"
"65",2015,"Colombo","Borella","Jayantha Kulathunga",3,0.01
"66",2015,"Colombo","Borella","Total No of Valid Votes",46990,98.85
"67",2015,"Colombo","Borella","No of Rejected Votes",547,1.15
"68",2015,"Colombo","Borella","Total No of Votes Polled",47537,79.08
"69",2015,"Colombo","Borella","No of Registered Electors",60109,NA
"70",2015,"Colombo","Colombo-East","Aithurus Mohamed Illias",25,0.05
"71",2015,"Colombo","Colombo-East","Ibrahim Miflar",32,0.06
"72",2015,"Colombo","Colombo-East","Prasanna Priyankara",3,0.01
"73",2015,"Colombo","Colombo-East","Wimal Geeganage",5,0.01
"74",2015,"Colombo","Colombo-East","Sirithunga Jayasuriya",36,0.07
"75",2015,"Colombo","Colombo-East","M. B. Theminimulla",11,0.02
"76",2015,"Colombo","Colombo-East","Pani Wijesiriwardane",21,0.04
"77",2015,"Colombo","Colombo-East","Duminda Nagamuwa",31,0.06
"78",2015,"Colombo","Colombo-East","Panagoda Don Prince Soloman Anura Liyanage",47,0.09
"79",2015,"Colombo","Colombo-East","Maithripala Sirisena",35167,67.45
"80",2015,"Colombo","Colombo-East","Ruwanthilaka Peduru Arachchi",33,0.06
"81",2015,"Colombo","Colombo-East","Anuruddha Polgampala",14,0.03
"82",2015,"Colombo","Colombo-East","Baththaramulle Seelarathana Thero",13,0.02
"83",2015,"Colombo","Colombo-East","Sarath Manamendra",16,0.03
"84",2015,"Colombo","Colombo-East","Arachchige Rathnayaka Sirisena",23,0.04
"85",2015,"Colombo","Colombo-East","Mahinda Rajapaksha",16601,31.84
"86",2015,"Colombo","Colombo-East","Namal Rajapaksa",32,0.06
"87",2015,"Colombo","Colombo-East","Sundaram Mahendran",18,0.03
"88",2015,"Colombo","Colombo-East","Jayantha Kulathunga",9,0.02
"89",2015,"Colombo","Colombo-East","Total No of Valid Votes",52137,98.73
"90",2015,"Colombo","Colombo-East","No of Rejected Votes",668,1.27
"91",2015,"Colombo","Colombo-East","Total No of Votes Polled",52805,78.88
"92",2015,"Colombo","Colombo-East","No of Registered Electors",66941,NA
"93",2015,"Colombo","Colombo-West","Aithurus Mohamed Illias",12,0.04
"94",2015,"Colombo","Colombo-West","Ibrahim Miflar",14,0.05
"95",2015,"Colombo","Colombo-West","Prasanna Priyankara",8,0.03
"96",2015,"Colombo","Colombo-West","Wimal Geeganage",4,0.01
"97",2015,"Colombo","Colombo-West","Sirithunga Jayasuriya",19,0.06
"98",2015,"Colombo","Colombo-West","M. B. Theminimulla",6,0.02
"99",2015,"Colombo","Colombo-West","Pani Wijesiriwardane",12,0.04
"100",2015,"Colombo","Colombo-West","Duminda Nagamuwa",8,0.03
"101",2015,"Colombo","Colombo-West","Panagoda Don Prince Soloman Anura Liyanage",21,0.07
"102",2015,"Colombo","Colombo-West","Maithripala Sirisena",23915,78.99
"103",2015,"Colombo","Colombo-West","Ruwanthilaka Peduru Arachchi",15,0.05
"104",2015,"Colombo","Colombo-West","Anuruddha Polgampala",9,0.03
"105",2015,"Colombo","Colombo-West","Baththaramulle Seelarathana Thero",8,0.03
"106",2015,"Colombo","Colombo-West","Sarath Manamendra",11,0.04
"107",2015,"Colombo","Colombo-West","Arachchige Rathnayaka Sirisena",12,0.04
"108",2015,"Colombo","Colombo-West","Mahinda Rajapaksha",6164,20.36
"109",2015,"Colombo","Colombo-West","Namal Rajapaksa",13,0.04
"110",2015,"Colombo","Colombo-West","Sundaram Mahendran",22,0.07
"111",2015,"Colombo","Colombo-West","Jayantha Kulathunga",2,0.01
"112",2015,"Colombo","Colombo-West","Total No of Valid Votes",30275,98.94
"113",2015,"Colombo","Colombo-West","No of Rejected Votes",325,1.06
"114",2015,"Colombo","Colombo-West","Total No of Votes Polled",30600,75.35
"115",2015,"Colombo","Colombo-West","No of Registered Electors",40609,NA
"116",2015,"Colombo","Dehiwala","Aithurus Mohamed Illias",28,0.06
"117",2015,"Colombo","Dehiwala","Ibrahim Miflar",39,0.08
"118",2015,"Colombo","Dehiwala","Prasanna Priyankara",9,0.02
"119",2015,"Colombo","Dehiwala","Wimal Geeganage",3,0.01
"120",2015,"Colombo","Dehiwala","Sirithunga Jayasuriya",9,0.02
"121",2015,"Colombo","Dehiwala","M. B. Theminimulla",5,0.01
"122",2015,"Colombo","Dehiwala","Pani Wijesiriwardane",12,0.03
"123",2015,"Colombo","Dehiwala","Duminda Nagamuwa",26,0.06
"124",2015,"Colombo","Dehiwala","Panagoda Don Prince Soloman Anura Liyanage",34,0.07
"125",2015,"Colombo","Dehiwala","Maithripala Sirisena",30955,65.63
"126",2015,"Colombo","Dehiwala","Ruwanthilaka Peduru Arachchi",17,0.04
"127",2015,"Colombo","Dehiwala","Anuruddha Polgampala",8,0.02
"128",2015,"Colombo","Dehiwala","Baththaramulle Seelarathana Thero",21,0.04
"129",2015,"Colombo","Dehiwala","Sarath Manamendra",6,0.01
"130",2015,"Colombo","Dehiwala","Arachchige Rathnayaka Sirisena",32,0.07
"131",2015,"Colombo","Dehiwala","Mahinda Rajapaksha",15932,33.78
"132",2015,"Colombo","Dehiwala","Namal Rajapaksa",14,0.03
"133",2015,"Colombo","Dehiwala","Sundaram Mahendran",14,0.03
"134",2015,"Colombo","Dehiwala","Jayantha Kulathunga",5,0.01
"135",2015,"Colombo","Dehiwala","Total No of Valid Votes",47169,98.75
"136",2015,"Colombo","Dehiwala","No of Rejected Votes",599,1.25
"137",2015,"Colombo","Dehiwala","Total No of Votes Polled",47768,79.86
"138",2015,"Colombo","Dehiwala","No of Registered Electors",59812,NA
"139",2015,"Colombo","Ratmalana","Aithurus Mohamed Illias",18,0.03
"140",2015,"Colombo","Ratmalana","Ibrahim Miflar",26,0.05
"141",2015,"Colombo","Ratmalana","Prasanna Priyankara",7,0.01
"142",2015,"Colombo","Ratmalana","Wimal Geeganage",7,0.01
"143",2015,"Colombo","Ratmalana","Sirithunga Jayasuriya",22,0.04
"144",2015,"Colombo","Ratmalana","M. B. Theminimulla",10,0.02
"145",2015,"Colombo","Ratmalana","Pani Wijesiriwardane",15,0.03
"146",2015,"Colombo","Ratmalana","Duminda Nagamuwa",29,0.05
"147",2015,"Colombo","Ratmalana","Panagoda Don Prince Soloman Anura Liyanage",29,0.05
"148",2015,"Colombo","Ratmalana","Maithripala Sirisena",29554,55.76
"149",2015,"Colombo","Ratmalana","Ruwanthilaka Peduru Arachchi",25,0.05
"150",2015,"Colombo","Ratmalana","Anuruddha Polgampala",11,0.02
"151",2015,"Colombo","Ratmalana","Baththaramulle Seelarathana Thero",24,0.05
"152",2015,"Colombo","Ratmalana","Sarath Manamendra",9,0.02
"153",2015,"Colombo","Ratmalana","Arachchige Rathnayaka Sirisena",30,0.06
"154",2015,"Colombo","Ratmalana","Mahinda Rajapaksha",23144,43.66
"155",2015,"Colombo","Ratmalana","Namal Rajapaksa",31,0.06
"156",2015,"Colombo","Ratmalana","Sundaram Mahendran",10,0.02
"157",2015,"Colombo","Ratmalana","Jayantha Kulathunga",3,0.01
"158",2015,"Colombo","Ratmalana","Total No of Valid Votes",53004,98.73
"159",2015,"Colombo","Ratmalana","No of Rejected Votes",680,1.27
"160",2015,"Colombo","Ratmalana","Total No of Votes Polled",53684,80.37
"161",2015,"Colombo","Ratmalana","No of Registered Electors",66793,NA
"162",2015,"Colombo","Kolonnawa","Aithurus Mohamed Illias",62,0.06
"163",2015,"Colombo","Kolonnawa","Ibrahim Miflar",129,0.13
"164",2015,"Colombo","Kolonnawa","Prasanna Priyankara",8,0.01
"165",2015,"Colombo","Kolonnawa","Wimal Geeganage",10,0.01
"166",2015,"Colombo","Kolonnawa","Sirithunga Jayasuriya",27,0.03
"167",2015,"Colombo","Kolonnawa","M. B. Theminimulla",18,0.02
"168",2015,"Colombo","Kolonnawa","Pani Wijesiriwardane",28,0.03
"169",2015,"Colombo","Kolonnawa","Duminda Nagamuwa",46,0.05
"170",2015,"Colombo","Kolonnawa","Panagoda Don Prince Soloman Anura Liyanage",90,0.09
"171",2015,"Colombo","Kolonnawa","Maithripala Sirisena",56835,58.39
"172",2015,"Colombo","Kolonnawa","Ruwanthilaka Peduru Arachchi",86,0.09
"173",2015,"Colombo","Kolonnawa","Anuruddha Polgampala",21,0.02
"174",2015,"Colombo","Kolonnawa","Baththaramulle Seelarathana Thero",38,0.04
"175",2015,"Colombo","Kolonnawa","Sarath Manamendra",22,0.02
"176",2015,"Colombo","Kolonnawa","Arachchige Rathnayaka Sirisena",80,0.08
"177",2015,"Colombo","Kolonnawa","Mahinda Rajapaksha",39767,40.86
"178",2015,"Colombo","Kolonnawa","Namal Rajapaksa",50,0.05
"179",2015,"Colombo","Kolonnawa","Sundaram Mahendran",15,0.02
"180",2015,"Colombo","Kolonnawa","Jayantha Kulathunga",4,0
"181",2015,"Colombo","Kolonnawa","Total No of Valid Votes",97336,98.71
"182",2015,"Colombo","Kolonnawa","No of Rejected Votes",1275,1.29
"183",2015,"Colombo","Kolonnawa","Total No of Votes Polled",98611,81.76
"184",2015,"Colombo","Kolonnawa","No of Registered Electors",120617,NA
"185",2015,"Colombo","Kotte","Aithurus Mohamed Illias",17,0.03
"186",2015,"Colombo","Kotte","Ibrahim Miflar",17,0.03
"187",2015,"Colombo","Kotte","Prasanna Priyankara",14,0.02
"188",2015,"Colombo","Kotte","Wimal Geeganage",3,0.01
"189",2015,"Colombo","Kotte","Sirithunga Jayasuriya",22,0.04
"190",2015,"Colombo","Kotte","M. B. Theminimulla",12,0.02
"191",2015,"Colombo","Kotte","Pani Wijesiriwardane",10,0.02
"192",2015,"Colombo","Kotte","Duminda Nagamuwa",22,0.04
"193",2015,"Colombo","Kotte","Panagoda Don Prince Soloman Anura Liyanage",41,0.07
"194",2015,"Colombo","Kotte","Maithripala Sirisena",34614,58.09
"195",2015,"Colombo","Kotte","Ruwanthilaka Peduru Arachchi",27,0.05
"196",2015,"Colombo","Kotte","Anuruddha Polgampala",7,0.01
"197",2015,"Colombo","Kotte","Baththaramulle Seelarathana Thero",28,0.05
"198",2015,"Colombo","Kotte","Sarath Manamendra",7,0.01
"199",2015,"Colombo","Kotte","Arachchige Rathnayaka Sirisena",39,0.07
"200",2015,"Colombo","Kotte","Mahinda Rajapaksha",24663,41.39
"201",2015,"Colombo","Kotte","Namal Rajapaksa",33,0.06
"202",2015,"Colombo","Kotte","Sundaram Mahendran",6,0.01
"203",2015,"Colombo","Kotte","Jayantha Kulathunga",6,0.01
"204",2015,"Colombo","Kotte","Total No of Valid Votes",59588,98.83
"205",2015,"Colombo","Kotte","No of Rejected Votes",703,1.17
"206",2015,"Colombo","Kotte","Total No of Votes Polled",60291,80.46
"207",2015,"Colombo","Kotte","No of Registered Electors",74934,NA
"208",2015,"Colombo","Kaduwela","Aithurus Mohamed Illias",64,0.05
"209",2015,"Colombo","Kaduwela","Ibrahim Miflar",57,0.04
"210",2015,"Colombo","Kaduwela","Prasanna Priyankara",18,0.01
"211",2015,"Colombo","Kaduwela","Wimal Geeganage",5,0
"212",2015,"Colombo","Kaduwela","Sirithunga Jayasuriya",41,0.03
"213",2015,"Colombo","Kaduwela","M. B. Theminimulla",15,0.01
"214",2015,"Colombo","Kaduwela","Pani Wijesiriwardane",31,0.02
"215",2015,"Colombo","Kaduwela","Duminda Nagamuwa",80,0.06
"216",2015,"Colombo","Kaduwela","Panagoda Don Prince Soloman Anura Liyanage",70,0.05
"217",2015,"Colombo","Kaduwela","Maithripala Sirisena",68886,48.98
"218",2015,"Colombo","Kaduwela","Ruwanthilaka Peduru Arachchi",81,0.06
"219",2015,"Colombo","Kaduwela","Anuruddha Polgampala",27,0.02
"220",2015,"Colombo","Kaduwela","Baththaramulle Seelarathana Thero",75,0.05
"221",2015,"Colombo","Kaduwela","Sarath Manamendra",35,0.02
"222",2015,"Colombo","Kaduwela","Arachchige Rathnayaka Sirisena",84,0.06
"223",2015,"Colombo","Kaduwela","Mahinda Rajapaksha",70970,50.46
"224",2015,"Colombo","Kaduwela","Namal Rajapaksa",84,0.06
"225",2015,"Colombo","Kaduwela","Sundaram Mahendran",8,0.01
"226",2015,"Colombo","Kaduwela","Jayantha Kulathunga",11,0.01
"227",2015,"Colombo","Kaduwela","Total No of Valid Votes",140642,98.92
"228",2015,"Colombo","Kaduwela","No of Rejected Votes",1534,1.08
"229",2015,"Colombo","Kaduwela","Total No of Votes Polled",142176,82.01
"230",2015,"Colombo","Kaduwela","No of Registered Electors",173355,NA
"231",2015,"Colombo","Avissawella","Aithurus Mohamed Illias",67,0.07
"232",2015,"Colombo","Avissawella","Ibrahim Miflar",61,0.06
"233",2015,"Colombo","Avissawella","Prasanna Priyankara",16,0.02
"234",2015,"Colombo","Avissawella","Wimal Geeganage",11,0.01
"235",2015,"Colombo","Avissawella","Sirithunga Jayasuriya",57,0.06
"236",2015,"Colombo","Avissawella","M. B. Theminimulla",15,0.02
"237",2015,"Colombo","Avissawella","Pani Wijesiriwardane",19,0.02
"238",2015,"Colombo","Avissawella","Duminda Nagamuwa",84,0.09
"239",2015,"Colombo","Avissawella","Panagoda Don Prince Soloman Anura Liyanage",66,0.07
"240",2015,"Colombo","Avissawella","Maithripala Sirisena",42728,45.03
"241",2015,"Colombo","Avissawella","Ruwanthilaka Peduru Arachchi",80,0.08
"242",2015,"Colombo","Avissawella","Anuruddha Polgampala",26,0.03
"243",2015,"Colombo","Avissawella","Baththaramulle Seelarathana Thero",30,0.03
"244",2015,"Colombo","Avissawella","Sarath Manamendra",39,0.04
"245",2015,"Colombo","Avissawella","Arachchige Rathnayaka Sirisena",112,0.12
"246",2015,"Colombo","Avissawella","Mahinda Rajapaksha",51351,54.12
"247",2015,"Colombo","Avissawella","Namal Rajapaksa",80,0.08
"248",2015,"Colombo","Avissawella","Sundaram Mahendran",28,0.03
"249",2015,"Colombo","Avissawella","Jayantha Kulathunga",10,0.01
"250",2015,"Colombo","Avissawella","Total No of Valid Votes",94880,98.92
"251",2015,"Colombo","Avissawella","No of Rejected Votes",1032,1.08
"252",2015,"Colombo","Avissawella","Total No of Votes Polled",95912,81.65
"253",2015,"Colombo","Avissawella","No of Registered Electors",117472,NA
"254",2015,"Colombo","Homagama","Aithurus Mohamed Illias",70,0.05
"255",2015,"Colombo","Homagama","Ibrahim Miflar",55,0.04
"256",2015,"Colombo","Homagama","Prasanna Priyankara",21,0.01
"257",2015,"Colombo","Homagama","Wimal Geeganage",15,0.01
"258",2015,"Colombo","Homagama","Sirithunga Jayasuriya",36,0.03
"259",2015,"Colombo","Homagama","M. B. Theminimulla",19,0.01
"260",2015,"Colombo","Homagama","Pani Wijesiriwardane",23,0.02
"261",2015,"Colombo","Homagama","Duminda Nagamuwa",67,0.05
"262",2015,"Colombo","Homagama","Panagoda Don Prince Soloman Anura Liyanage",74,0.05
"263",2015,"Colombo","Homagama","Maithripala Sirisena",63563,44.84
"264",2015,"Colombo","Homagama","Ruwanthilaka Peduru Arachchi",53,0.04
"265",2015,"Colombo","Homagama","Anuruddha Polgampala",26,0.02
"266",2015,"Colombo","Homagama","Baththaramulle Seelarathana Thero",50,0.04
"267",2015,"Colombo","Homagama","Sarath Manamendra",33,0.02
"268",2015,"Colombo","Homagama","Arachchige Rathnayaka Sirisena",128,0.09
"269",2015,"Colombo","Homagama","Mahinda Rajapaksha",77415,54.61
"270",2015,"Colombo","Homagama","Namal Rajapaksa",80,0.06
"271",2015,"Colombo","Homagama","Sundaram Mahendran",21,0.01
"272",2015,"Colombo","Homagama","Jayantha Kulathunga",13,0.01
"273",2015,"Colombo","Homagama","Total No of Valid Votes",141762,98.97
"274",2015,"Colombo","Homagama","No of Rejected Votes",1481,1.03
"275",2015,"Colombo","Homagama","Total No of Votes Polled",143243,81.9
"276",2015,"Colombo","Homagama","No of Registered Electors",174909,NA
"277",2015,"Colombo","Maharagama","Aithurus Mohamed Illias",27,0.03
"278",2015,"Colombo","Maharagama","Ibrahim Miflar",37,0.04
"279",2015,"Colombo","Maharagama","Prasanna Priyankara",12,0.01
"280",2015,"Colombo","Maharagama","Wimal Geeganage",13,0.01
"281",2015,"Colombo","Maharagama","Sirithunga Jayasuriya",39,0.04
"282",2015,"Colombo","Maharagama","M. B. Theminimulla",7,0.01
"283",2015,"Colombo","Maharagama","Pani Wijesiriwardane",38,0.04
"284",2015,"Colombo","Maharagama","Duminda Nagamuwa",65,0.06
"285",2015,"Colombo","Maharagama","Panagoda Don Prince Soloman Anura Liyanage",57,0.05
"286",2015,"Colombo","Maharagama","Maithripala Sirisena",51480,48.86
"287",2015,"Colombo","Maharagama","Ruwanthilaka Peduru Arachchi",38,0.04
"288",2015,"Colombo","Maharagama","Anuruddha Polgampala",16,0.02
"289",2015,"Colombo","Maharagama","Baththaramulle Seelarathana Thero",47,0.04
"290",2015,"Colombo","Maharagama","Sarath Manamendra",17,0.02
"291",2015,"Colombo","Maharagama","Arachchige Rathnayaka Sirisena",66,0.06
"292",2015,"Colombo","Maharagama","Mahinda Rajapaksha",53327,50.62
"293",2015,"Colombo","Maharagama","Namal Rajapaksa",49,0.05
"294",2015,"Colombo","Maharagama","Sundaram Mahendran",7,0.01
"295",2015,"Colombo","Maharagama","Jayantha Kulathunga",11,0.01
"296",2015,"Colombo","Maharagama","Total No of Valid Votes",105353,98.86
"297",2015,"Colombo","Maharagama","No of Rejected Votes",1220,1.14
"298",2015,"Colombo","Maharagama","Total No of Votes Polled",106573,82.1
"299",2015,"Colombo","Maharagama","No of Registered Electors",129801,NA
"300",2015,"Colombo","Kesbewa","Aithurus Mohamed Illias",54,0.04
"301",2015,"Colombo","Kesbewa","Ibrahim Miflar",45,0.03
"302",2015,"Colombo","Kesbewa","Prasanna Priyankara",14,0.01
"303",2015,"Colombo","Kesbewa","Wimal Geeganage",12,0.01
"304",2015,"Colombo","Kesbewa","Sirithunga Jayasuriya",40,0.03
"305",2015,"Colombo","Kesbewa","M. B. Theminimulla",21,0.02
"306",2015,"Colombo","Kesbewa","Pani Wijesiriwardane",30,0.02
"307",2015,"Colombo","Kesbewa","Duminda Nagamuwa",85,0.06
"308",2015,"Colombo","Kesbewa","Panagoda Don Prince Soloman Anura Liyanage",57,0.04
"309",2015,"Colombo","Kesbewa","Maithripala Sirisena",61116,44.94
"310",2015,"Colombo","Kesbewa","Ruwanthilaka Peduru Arachchi",56,0.04
"311",2015,"Colombo","Kesbewa","Anuruddha Polgampala",17,0.01
"312",2015,"Colombo","Kesbewa","Baththaramulle Seelarathana Thero",53,0.04
"313",2015,"Colombo","Kesbewa","Sarath Manamendra",24,0.02
"314",2015,"Colombo","Kesbewa","Arachchige Rathnayaka Sirisena",83,0.06
"315",2015,"Colombo","Kesbewa","Mahinda Rajapaksha",74189,54.56
"316",2015,"Colombo","Kesbewa","Namal Rajapaksa",70,0.05
"317",2015,"Colombo","Kesbewa","Sundaram Mahendran",7,0.01
"318",2015,"Colombo","Kesbewa","Jayantha Kulathunga",10,0.01
"319",2015,"Colombo","Kesbewa","Total No of Valid Votes",135983,98.99
"320",2015,"Colombo","Kesbewa","No of Rejected Votes",1393,1.01
"321",2015,"Colombo","Kesbewa","Total No of Votes Polled",137376,83.37
"322",2015,"Colombo","Kesbewa","No of Registered Electors",164774,NA
"323",2015,"Colombo","Moratuwa","Aithurus Mohamed Illias",45,0.05
"324",2015,"Colombo","Moratuwa","Ibrahim Miflar",39,0.04
"325",2015,"Colombo","Moratuwa","Prasanna Priyankara",11,0.01
"326",2015,"Colombo","Moratuwa","Wimal Geeganage",7,0.01
"327",2015,"Colombo","Moratuwa","Sirithunga Jayasuriya",30,0.03
"328",2015,"Colombo","Moratuwa","M. B. Theminimulla",14,0.01
"329",2015,"Colombo","Moratuwa","Pani Wijesiriwardane",27,0.03
"330",2015,"Colombo","Moratuwa","Duminda Nagamuwa",31,0.03
"331",2015,"Colombo","Moratuwa","Panagoda Don Prince Soloman Anura Liyanage",49,0.05
"332",2015,"Colombo","Moratuwa","Maithripala Sirisena",48599,50.63
"333",2015,"Colombo","Moratuwa","Ruwanthilaka Peduru Arachchi",28,0.03
"334",2015,"Colombo","Moratuwa","Anuruddha Polgampala",14,0.01
"335",2015,"Colombo","Moratuwa","Baththaramulle Seelarathana Thero",24,0.03
"336",2015,"Colombo","Moratuwa","Sarath Manamendra",25,0.03
"337",2015,"Colombo","Moratuwa","Arachchige Rathnayaka Sirisena",78,0.08
"338",2015,"Colombo","Moratuwa","Mahinda Rajapaksha",46885,48.85
"339",2015,"Colombo","Moratuwa","Namal Rajapaksa",57,0.06
"340",2015,"Colombo","Moratuwa","Sundaram Mahendran",14,0.01
"341",2015,"Colombo","Moratuwa","Jayantha Kulathunga",4,0
"342",2015,"Colombo","Moratuwa","Total No of Valid Votes",95981,99.01
"343",2015,"Colombo","Moratuwa","No of Rejected Votes",958,0.99
"344",2015,"Colombo","Moratuwa","Total No of Votes Polled",96939,84.13
"345",2015,"Colombo","Moratuwa","No of Registered Electors",115219,NA
"346",2015,"Colombo","Postal District Votes","Aithurus Mohamed Illias",3,0.01
"347",2015,"Colombo","Postal District Votes","Ibrahim Miflar",3,0.01
"348",2015,"Colombo","Postal District Votes","Prasanna Priyankara",1,0
"349",2015,"Colombo","Postal District Votes","Wimal Geeganage",3,0.01
"350",2015,"Colombo","Postal District Votes","Sirithunga Jayasuriya",7,0.03
"351",2015,"Colombo","Postal District Votes","M. B. Theminimulla",3,0.01
"352",2015,"Colombo","Postal District Votes","Pani Wijesiriwardane",3,0.01
"353",2015,"Colombo","Postal District Votes","Duminda Nagamuwa",21,0.08
"354",2015,"Colombo","Postal District Votes","Panagoda Don Prince Soloman Anura Liyanage",8,0.03
"355",2015,"Colombo","Postal District Votes","Maithripala Sirisena",12160,48.42
"356",2015,"Colombo","Postal District Votes","Ruwanthilaka Peduru Arachchi",4,0.02
"357",2015,"Colombo","Postal District Votes","Anuruddha Polgampala",2,0.01
"358",2015,"Colombo","Postal District Votes","Baththaramulle Seelarathana Thero",20,0.08
"359",2015,"Colombo","Postal District Votes","Sarath Manamendra",2,0.01
"360",2015,"Colombo","Postal District Votes","Arachchige Rathnayaka Sirisena",5,0.02
"361",2015,"Colombo","Postal District Votes","Mahinda Rajapaksha",12856,51.19
"362",2015,"Colombo","Postal District Votes","Namal Rajapaksa",6,0.02
"363",2015,"Colombo","Postal District Votes","Sundaram Mahendran",3,0.01
"364",2015,"Colombo","Postal District Votes","Jayantha Kulathunga",4,0.02
"365",2015,"Colombo","Postal District Votes","Total No of Valid Votes",25114,97.91
"366",2015,"Colombo","Postal District Votes","No of Rejected Votes",536,2.09
"367",2015,"Colombo","Postal District Votes","Total No of Votes Polled",25650,98.42
"368",2015,"Colombo","Postal District Votes","No of Registered Electors",26062,NA
"369",2015,"Colombo","Final District Results","Aithurus Mohamed Illias",702,0.05
"370",2015,"Colombo","Final District Results","Ibrahim Miflar",978,0.08
"371",2015,"Colombo","Final District Results","Prasanna Priyankara",181,0.01
