"","Year","District","Electorate","ColNames","Votes","Percentage"
"113",1988,"Colombo","Final District Results","Mrs.Sirimavo Ratwatte Dias Bandaranaike",339958,46.23
"114",1988,"Colombo","Final District Results","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",34020,4.63
"115",1988,"Colombo","Final District Results","Total No of Valid Votes",735315,98.2
"116",1988,"Colombo","Final District Results","No of Rejected Votes",11295,1.51
"117",1988,"Colombo","Final District Results","Total No of Votes Polled",746610,68.57
"118",1988,"Colombo","Final District Results","No of Registered Electors",1088780,NA
"119",1988,"Gampaha","Wattala","Mr.Ranasinghe Premadasa",27945,56.79
"120",1988,"Gampaha","Wattala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",19361,39.35
"121",1988,"Gampaha","Wattala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1901,3.86
"122",1988,"Gampaha","Wattala","Total No of Valid Votes",49207,98.66
"123",1988,"Gampaha","Wattala","No of Rejected Votes",666,1.34
"124",1988,"Gampaha","Wattala","Total No of Votes Polled",49873,72.83
"125",1988,"Gampaha","Wattala","No of Registered Electors",68477,NA
"126",1988,"Gampaha","Negombo","Mr.Ranasinghe Premadasa",29016,61.3
"127",1988,"Gampaha","Negombo","Mrs.Sirimavo Ratwatte Dias Bandaranaike",16601,35.07
"128",1988,"Gampaha","Negombo","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1720,3.63
"129",1988,"Gampaha","Negombo","Total No of Valid Votes",47337,98.78
"130",1988,"Gampaha","Negombo","No of Rejected Votes",587,1.22
"131",1988,"Gampaha","Negombo","Total No of Votes Polled",47924,70.22
"132",1988,"Gampaha","Negombo","No of Registered Electors",68250,NA
"133",1988,"Gampaha","Katana","Mr.Ranasinghe Premadasa",28760,51.2
"134",1988,"Gampaha","Katana","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25379,45.18
"135",1988,"Gampaha","Katana","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2036,3.62
"136",1988,"Gampaha","Katana","Total No of Valid Votes",56175,98.56
"137",1988,"Gampaha","Katana","No of Rejected Votes",822,1.44
"138",1988,"Gampaha","Katana","Total No of Votes Polled",56997,74.55
"139",1988,"Gampaha","Katana","No of Registered Electors",76452,NA
"140",1988,"Gampaha","Divulapitiya","Mr.Ranasinghe Premadasa",25792,48.94
"141",1988,"Gampaha","Divulapitiya","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25857,49.06
"142",1988,"Gampaha","Divulapitiya","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1055,2
"143",1988,"Gampaha","Divulapitiya","Total No of Valid Votes",52704,98.61
"144",1988,"Gampaha","Divulapitiya","No of Rejected Votes",742,1.39
"145",1988,"Gampaha","Divulapitiya","Total No of Votes Polled",53446,78.16
"146",1988,"Gampaha","Divulapitiya","No of Registered Electors",68377,NA
"147",1988,"Gampaha","Mirigama","Mr.Ranasinghe Premadasa",26835,48.25
"148",1988,"Gampaha","Mirigama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",27712,49.82
"149",1988,"Gampaha","Mirigama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1074,1.93
"150",1988,"Gampaha","Mirigama","Total No of Valid Votes",55621,98.48
"151",1988,"Gampaha","Mirigama","No of Rejected Votes",860,1.52
"152",1988,"Gampaha","Mirigama","Total No of Votes Polled",56481,71.54
"153",1988,"Gampaha","Mirigama","No of Registered Electors",78953,NA
"154",1988,"Gampaha","Minuwangoda","Mr.Ranasinghe Premadasa",29424,48.57
"155",1988,"Gampaha","Minuwangoda","Mrs.Sirimavo Ratwatte Dias Bandaranaike",29751,49.11
"156",1988,"Gampaha","Minuwangoda","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1404,2.32
"157",1988,"Gampaha","Minuwangoda","Total No of Valid Votes",60579,98.66
"158",1988,"Gampaha","Minuwangoda","No of Rejected Votes",825,1.34
"159",1988,"Gampaha","Minuwangoda","Total No of Votes Polled",61404,78.67
"160",1988,"Gampaha","Minuwangoda","No of Registered Electors",78056,NA
"161",1988,"Gampaha","Attanagalla","Mr.Ranasinghe Premadasa",22242,37.4
"162",1988,"Gampaha","Attanagalla","Mrs.Sirimavo Ratwatte Dias Bandaranaike",35758,60.12
"163",1988,"Gampaha","Attanagalla","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1475,2.48
"164",1988,"Gampaha","Attanagalla","Total No of Valid Votes",59475,98.78
"165",1988,"Gampaha","Attanagalla","No of Rejected Votes",735,1.22
"166",1988,"Gampaha","Attanagalla","Total No of Votes Polled",60210,76.05
"167",1988,"Gampaha","Attanagalla","No of Registered Electors",79172,NA
"168",1988,"Gampaha","Gampaha","Mr.Ranasinghe Premadasa",25948,41.77
"169",1988,"Gampaha","Gampaha","Mrs.Sirimavo Ratwatte Dias Bandaranaike",34340,55.27
"170",1988,"Gampaha","Gampaha","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1839,2.96
"171",1988,"Gampaha","Gampaha","Total No of Valid Votes",62127,98.85
"172",1988,"Gampaha","Gampaha","No of Rejected Votes",721,1.15
"173",1988,"Gampaha","Gampaha","Total No of Votes Polled",62848,73.57
"174",1988,"Gampaha","Gampaha","No of Registered Electors",85424,NA
"175",1988,"Gampaha","Ja-Ela","Mr.Ranasinghe Premadasa",30021,52.54
"176",1988,"Gampaha","Ja-Ela","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25357,44.37
"177",1988,"Gampaha","Ja-Ela","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1766,3.09
"178",1988,"Gampaha","Ja-Ela","Total No of Valid Votes",57144,98.19
"179",1988,"Gampaha","Ja-Ela","No of Rejected Votes",1052,1.81
"180",1988,"Gampaha","Ja-Ela","Total No of Votes Polled",58196,71.35
"181",1988,"Gampaha","Ja-Ela","No of Registered Electors",81566,NA
"182",1988,"Gampaha","Mahara","Mr.Ranasinghe Premadasa",26024,44.31
"183",1988,"Gampaha","Mahara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",30305,51.6
"184",1988,"Gampaha","Mahara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2407,4.1
"185",1988,"Gampaha","Mahara","Total No of Valid Votes",58736,98.76
"186",1988,"Gampaha","Mahara","No of Rejected Votes",681,1.15
"187",1988,"Gampaha","Mahara","Total No of Votes Polled",59471,74.4
"188",1988,"Gampaha","Mahara","No of Registered Electors",79936,NA
"189",1988,"Gampaha","Dompe","Mr.Ranasinghe Premadasa",26155,45.13
"190",1988,"Gampaha","Dompe","Mrs.Sirimavo Ratwatte Dias Bandaranaike",30829,53.19
"191",1988,"Gampaha","Dompe","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",976,1.68
"192",1988,"Gampaha","Dompe","Total No of Valid Votes",57960,99.13
"193",1988,"Gampaha","Dompe","No of Rejected Votes",511,0.87
"194",1988,"Gampaha","Dompe","Total No of Votes Polled",58471,80.16
"195",1988,"Gampaha","Dompe","No of Registered Electors",72945,NA
"196",1988,"Gampaha","Biyagama","Mr.Ranasinghe Premadasa",23930,48.76
"197",1988,"Gampaha","Biyagama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",23633,48.15
"198",1988,"Gampaha","Biyagama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1518,3.09
"199",1988,"Gampaha","Biyagama","Total No of Valid Votes",49081,98.62
"200",1988,"Gampaha","Biyagama","No of Rejected Votes",685,1.38
"201",1988,"Gampaha","Biyagama","Total No of Votes Polled",49766,75.21
"202",1988,"Gampaha","Biyagama","No of Registered Electors",66166,NA
"203",1988,"Gampaha","Kelaniya","Mr.Ranasinghe Premadasa",21395,45.55
"204",1988,"Gampaha","Kelaniya","Mrs.Sirimavo Ratwatte Dias Bandaranaike",22877,48.7
"205",1988,"Gampaha","Kelaniya","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2700,5.75
"206",1988,"Gampaha","Kelaniya","Total No of Valid Votes",46972,98.55
"207",1988,"Gampaha","Kelaniya","No of Rejected Votes",690,1.45
"208",1988,"Gampaha","Kelaniya","Total No of Votes Polled",47662,72.26
"209",1988,"Gampaha","Kelaniya","No of Registered Electors",65961,NA
"210",1988,"Gampaha","Postal District Votes","Mr.Ranasinghe Premadasa",6605,44.05
"211",1988,"Gampaha","Postal District Votes","Mrs.Sirimavo Ratwatte Dias Bandaranaike",7793,51.97
"212",1988,"Gampaha","Postal District Votes","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",596,3.97
"213",1988,"Gampaha","Postal District Votes","Total No of Valid Votes",14994,96.92
"214",1988,"Gampaha","Postal District Votes","No of Rejected Votes",477,3.08
"215",1988,"Gampaha","Postal District Votes","Total No of Votes Polled",15471,NA
"216",1988,"Gampaha","Final District Results","Mr.Ranasinghe Premadasa",350092,48.08
"217",1988,"Gampaha","Final District Results","Mrs.Sirimavo Ratwatte Dias Bandaranaike",355553,48.83
"218",1988,"Gampaha","Final District Results","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",22467,3.09
"219",1988,"Gampaha","Final District Results","Total No of Valid Votes",728112,98.63
"220",1988,"Gampaha","Final District Results","No of Rejected Votes",10054,1.36
"221",1988,"Gampaha","Final District Results","Total No of Votes Polled",738220,76.13
"222",1988,"Gampaha","Final District Results","No of Registered Electors",969735,NA
"223",1988,"Kalutara","Panadura","Mr.Ranasinghe Premadasa",22701,41.57
"224",1988,"Kalutara","Panadura","Mrs.Sirimavo Ratwatte Dias Bandaranaike",28366,51.94
"225",1988,"Kalutara","Panadura","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",3548,6.5
"226",1988,"Kalutara","Panadura","Total No of Valid Votes",54615,98.56
"227",1988,"Kalutara","Panadura","No of Rejected Votes",799,1.44
"228",1988,"Kalutara","Panadura","Total No of Votes Polled",55414,70.74
"229",1988,"Kalutara","Panadura","No of Registered Electors",78330,NA
"230",1988,"Kalutara","Bandaragama","Mr.Ranasinghe Premadasa",26066,47.2
"231",1988,"Kalutara","Bandaragama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",26897,48.71
"232",1988,"Kalutara","Bandaragama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2261,4.09
"233",1988,"Kalutara","Bandaragama","Total No of Valid Votes",55224,98.45
"234",1988,"Kalutara","Bandaragama","No of Rejected Votes",871,1.55
"235",1988,"Kalutara","Bandaragama","Total No of Votes Polled",56095,76.23
"236",1988,"Kalutara","Bandaragama","No of Registered Electors",73585,NA
"237",1988,"Kalutara","Horana","Mr.Ranasinghe Premadasa",23868,48.39
"238",1988,"Kalutara","Horana","Mrs.Sirimavo Ratwatte Dias Bandaranaike",24116,48.89
"239",1988,"Kalutara","Horana","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1339,2.71
"240",1988,"Kalutara","Horana","Total No of Valid Votes",49323,98.73
"241",1988,"Kalutara","Horana","No of Rejected Votes",632,1.27
"242",1988,"Kalutara","Horana","Total No of Votes Polled",49955,71.98
"243",1988,"Kalutara","Horana","No of Registered Electors",69405,NA
"244",1988,"Kalutara","Bulathsinhala","Mr.Ranasinghe Premadasa",18705,49.3
"245",1988,"Kalutara","Bulathsinhala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",18491,48.74
"246",1988,"Kalutara","Bulathsinhala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",743,1.96
"247",1988,"Kalutara","Bulathsinhala","Total No of Valid Votes",37939,97.73
"248",1988,"Kalutara","Bulathsinhala","No of Rejected Votes",880,2.27
"249",1988,"Kalutara","Bulathsinhala","Total No of Votes Polled",38819,66.89
"250",1988,"Kalutara","Bulathsinhala","No of Registered Electors",58030,NA
"251",1988,"Kalutara","Matugama","Mr.Ranasinghe Premadasa",17917,46.34
"252",1988,"Kalutara","Matugama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",19908,51.49
"253",1988,"Kalutara","Matugama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",836,2.16
"254",1988,"Kalutara","Matugama","Total No of Valid Votes",38661,98.18
"255",1988,"Kalutara","Matugama","No of Rejected Votes",716,1.82
"256",1988,"Kalutara","Matugama","Total No of Votes Polled",39377,55.89
"257",1988,"Kalutara","Matugama","No of Registered Electors",70457,NA
"258",1988,"Kalutara","Kalutara","Mr.Ranasinghe Premadasa",22551,47.44
"259",1988,"Kalutara","Kalutara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",22425,47.18
"260",1988,"Kalutara","Kalutara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2559,5.38
"261",1988,"Kalutara","Kalutara","Total No of Valid Votes",47535,97.62
"262",1988,"Kalutara","Kalutara","No of Rejected Votes",1161,2.38
"263",1988,"Kalutara","Kalutara","Total No of Votes Polled",48696,64.15
"264",1988,"Kalutara","Kalutara","No of Registered Electors",75912,NA
"265",1988,"Kalutara","Beruwala","Mr.Ranasinghe Premadasa",20529,47.3
"266",1988,"Kalutara","Beruwala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",21920,50.51
"267",1988,"Kalutara","Beruwala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",952,2.19
"268",1988,"Kalutara","Beruwala","Total No of Valid Votes",43401,98.41
"269",1988,"Kalutara","Beruwala","No of Rejected Votes",700,1.59
"270",1988,"Kalutara","Beruwala","Total No of Votes Polled",44101,60.08
"271",1988,"Kalutara","Beruwala","No of Registered Electors",73408,NA
"272",1988,"Kalutara","Agalawatta","Mr.Ranasinghe Premadasa",15155,48.4
"273",1988,"Kalutara","Agalawatta","Mrs.Sirimavo Ratwatte Dias Bandaranaike",15255,48.71
"274",1988,"Kalutara","Agalawatta","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",905,2.89
"275",1988,"Kalutara","Agalawatta","Total No of Valid Votes",31315,98.36
"276",1988,"Kalutara","Agalawatta","No of Rejected Votes",521,1.64
"277",1988,"Kalutara","Agalawatta","Total No of Votes Polled",31836,44.85
"278",1988,"Kalutara","Agalawatta","No of Registered Electors",70991,NA
"279",1988,"Kalutara","Postal District Votes","Mr.Ranasinghe Premadasa",2018,43.56
"280",1988,"Kalutara","Postal District Votes","Mrs.Sirimavo Ratwatte Dias Bandaranaike",2383,51.44
"281",1988,"Kalutara","Postal District Votes","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",232,5.01
"282",1988,"Kalutara","Postal District Votes","Total No of Valid Votes",4633,94.74
"283",1988,"Kalutara","Postal District Votes","No of Rejected Votes",257,5.26
"284",1988,"Kalutara","Postal District Votes","Total No of Votes Polled",4890,NA
"285",1988,"Kalutara","Final District Results","Mr.Ranasinghe Premadasa",169510,46.74
"286",1988,"Kalutara","Final District Results","Mrs.Sirimavo Ratwatte Dias Bandaranaike",179761,49.57
"287",1988,"Kalutara","Final District Results","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",13375,3.69
"288",1988,"Kalutara","Final District Results","Total No of Valid Votes",362646,98.2
"289",1988,"Kalutara","Final District Results","No of Rejected Votes",6537,1.77
"290",1988,"Kalutara","Final District Results","Total No of Votes Polled",369183,64.76
"291",1988,"Kalutara","Final District Results","No of Registered Electors",570118,NA
"292",1988,"Mahanuwara","Galagedara","Mr.Ranasinghe Premadasa",15071,53.92
"293",1988,"Mahanuwara","Galagedara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",12549,44.9
"294",1988,"Mahanuwara","Galagedara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",330,1.18
"295",1988,"Mahanuwara","Galagedara","Total No of Valid Votes",27950,99.07
"296",1988,"Mahanuwara","Galagedara","No of Rejected Votes",263,0.93
"297",1988,"Mahanuwara","Galagedara","Total No of Votes Polled",28213,71.12
"298",1988,"Mahanuwara","Galagedara","No of Registered Electors",39671,NA
"299",1988,"Mahanuwara","Harispattuwa","Mr.Ranasinghe Premadasa",30708,53.85
"300",1988,"Mahanuwara","Harispattuwa","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25594,44.89
"301",1988,"Mahanuwara","Harispattuwa","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",719,1.26
"302",1988,"Mahanuwara","Harispattuwa","Total No of Valid Votes",57021,98.34
"303",1988,"Mahanuwara","Harispattuwa","No of Rejected Votes",962,1.66
"304",1988,"Mahanuwara","Harispattuwa","Total No of Votes Polled",57983,61.61
"305",1988,"Mahanuwara","Harispattuwa","No of Registered Electors",94109,NA
"306",1988,"Mahanuwara","Patha-Dumbara","Mr.Ranasinghe Premadasa",20902,57.19
"307",1988,"Mahanuwara","Patha-Dumbara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",15087,41.28
"308",1988,"Mahanuwara","Patha-Dumbara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",557,1.52
"309",1988,"Mahanuwara","Patha-Dumbara","Total No of Valid Votes",36546,98.36
"310",1988,"Mahanuwara","Patha-Dumbara","No of Rejected Votes",611,1.64
"311",1988,"Mahanuwara","Patha-Dumbara","Total No of Votes Polled",37157,76.23
"312",1988,"Mahanuwara","Patha-Dumbara","No of Registered Electors",48741,NA
"313",1988,"Mahanuwara","Udu-Dumbara","Mr.Ranasinghe Premadasa",12032,48.47
"314",1988,"Mahanuwara","Udu-Dumbara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",12466,50.22
"315",1988,"Mahanuwara","Udu-Dumbara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",324,1.31
"316",1988,"Mahanuwara","Udu-Dumbara","Total No of Valid Votes",24822,98.47
"317",1988,"Mahanuwara","Udu-Dumbara","No of Rejected Votes",386,1.53
"318",1988,"Mahanuwara","Udu-Dumbara","Total No of Votes Polled",25208,67.5
"319",1988,"Mahanuwara","Udu-Dumbara","No of Registered Electors",37345,NA
"320",1988,"Mahanuwara","Teldeniya","Mr.Ranasinghe Premadasa",9912,50.63
"321",1988,"Mahanuwara","Teldeniya","Mrs.Sirimavo Ratwatte Dias Bandaranaike",9417,48.1
